,종목코드,등락률,종목명,현재가,전일비,등락률,거래량,시가,고가,저가,매수총잔량,매도총잔량,매수매도잔량비
0,065420,24.78,에스아이리소스,559,111,24.78,"15,834,434",448,569,448,"147,219","260,597",0.5649297574415668
1,402030,19.09,코난테크놀로지,"52,400","6,650",14.54,"1,091,149","44,300","54,200","44,000","5,199","2,909",1.7872121003781367
2,094480,18.28,갤럭시아머니트리,"6,730",980,17.04,"16,985,349","5,700","7,070","5,690","74,043","59,571",1.2429369995467594
3,322780,15.29,코퍼스코리아,"3,695",460,14.22,"15,313,669","3,210","3,870","3,205","77,449","59,834",1.2943978340074205
4,091440,14.04,텔레필드,"2,680",565,26.71,"5,288,081","2,365","2,745","2,350","39,038","47,647",0.8193170608852604
5,348340,13.40,뉴로메카,"22,850","2,700",13.40,"4,677,496","20,550","23,500","20,150","61,986","56,680",1.0936132674664785
6,046310,13.39,백금T&A,"3,515",355,11.23,"1,172,726","3,100","3,670","3,100","1,944","2,056",0.9455252918287937
7,049080,12.94,기가레인,"1,745",185,11.86,"28,401,820","1,545","1,840","1,545","543,688","794,763",0.6840882124608216
8,224060,12.55,더코디,"9,060",960,11.85,"1,079,015","8,060","9,530","8,050","11,271","6,690",1.6847533632286995
9,062970,11.80,피피아이,"2,890",310,12.02,"1,252,243","2,600","3,170","2,585","12,188","3,192",3.818295739348371
10,063170,11.11,서울옥션,"20,000","2,000",11.11,"1,151,624","18,250","20,000","18,000","33,528","75,849",0.44203615077324687
11,219550,10.36,디와이디,"1,545",140,9.96,"1,049,103","1,400","1,555","1,400","30,072","94,376",0.3186403322878698
12,108860,10.05,셀바스AI,"12,050",700,6.17,"5,335,671","11,200","12,200","10,950","266,109","405,272",0.6566182711857715
13,307870,10.00,비투엔,"2,255",145,6.87,"1,042,307","2,140","2,295","2,050","68,278","85,753",0.7962170419693771
14,060570,9.84,드림어스컴퍼니,"3,180",275,9.47,"1,191,568","2,905","3,570","2,895","12,398","15,661",0.7916480429091374
15,102370,9.66,케이옥션,"5,280",430,8.87,"925,240","4,815","5,280","4,815","23,017","64,033",0.359455280870801
16,304100,8.62,솔트룩스,"23,950","1,350",5.97,"2,038,749","22,250","24,650","22,050","30,307","32,919",0.9206537258118412
17,185490,8.39,아이진,"5,940",440,8.00,"313,267","5,500","6,310","5,480","7,213","19,904",0.3623894694533762
18,307280,8.31,원바이오젠,"1,955",240,13.99,"8,097,254","1,810","2,160","1,805","115,681","143,455",0.8063922484402775
19,046210,7.96,파나진,"4,000",5,0.13,"332,274","3,825","4,045","3,705","2,830","7,707",0.36719865057739715
20,294570,7.94,쿠콘,"34,650","2,450",7.61,"154,744","32,450","34,950","32,100","2,674","14,161",0.18882847256549679
21,377480,7.93,마인즈랩,"21,100",800,3.94,"371,269","19,900","21,650","19,550","5,384","19,816",0.27169963665724667
22,198940,7.89,한주라이트메탈,"6,150",810,15.17,"23,043,438","5,850","6,860","5,700","58,100","39,782",1.4604595042984265
23,425040,7.79,티이엠씨,"29,750","1,650",5.87,"1,472,962","27,700","30,800","27,600","12,703","6,816",1.8637030516431925
24,300080,7.47,플리토,"25,900",800,3.19,"93,500","24,800","25,950","24,100","2,790","5,190",0.5375722543352601
25,293580,7.41,나우IB,"13,050",700,5.67,"149,388","12,150","13,250","12,150","25,239","27,968",0.9024241990846682
26,289220,7.40,자이언트스텝,"21,050","1,450",7.40,"1,644,891","19,600","22,450","19,600","36,377","29,358",1.2390830438040739
27,159580,7.11,제로투세븐,"8,290",550,7.11,"321,349","7,800","8,410","7,740","18,460","8,444",2.1861676930364755
28,310200,7.00,애니플러스,"4,585",310,7.25,"1,298,270","4,285","4,595","4,285","19,076","93,679",0.2036315502940894
29,066980,6.85,이엔코퍼레이션,"3,975",150,3.92,"248,493","3,825","4,035","3,720","36,026","16,457",2.1890988637054143
30,099430,6.80,바이오플러스,"8,010",410,5.39,"2,947,341","7,620","8,050","7,500","25,397","110,097",0.23067840177298202
31,368970,6.52,오에스피,"7,030",480,7.33,"1,158,106","6,740","7,200","6,600","9,601","21,704",0.4423608551419093
32,328130,6.42,루닛,"38,100","1,600",4.38,"247,245","36,250","38,800","35,800","4,935","11,497",0.42924241106375577
33,041460,6.33,한국전자인증,"6,050",310,5.40,"1,595,985","5,700","6,080","5,690","47,574","35,063",1.3568148760801986
34,239610,6.32,에이치엘사이언스,"19,350","1,250",6.91,"65,414","18,200","20,300","18,200","13,704","1,308",10.477064220183486
35,044480,6.27,블레이드 Ent,"1,525",90,6.27,"1,613,218","1,460","1,700","1,435","94,612","42,538",2.2241760308430107
36,035290,6.23,골드앤에스,"7,330",430,6.23,"88,744","6,960","7,440","6,900","6,020","10,626",0.5665349143610013
37,214270,6.17,FSN,"4,045",165,4.25,"3,748,689","3,870","4,190","3,810","29,434","23,593",1.2475734327978638
38,296640,6.10,이노룰스,"13,050",500,3.98,"317,146","12,600","13,200","12,300","21,343","34,595",0.6169388639976875
39,086960,5.79,MDS테크,"1,920",360,15.79,"11,471,998","1,820","1,985","1,815","312,854","177,657",1.7610001294629538
40,179290,5.71,엠아이텍,"11,100",500,4.72,"246,139","10,650","11,200","10,500","41,888","76,941",0.5444171508038627
41,357880,5.63,비트나인,"9,190",450,5.15,"584,926","8,740","9,290","8,700","14,735","19,637",0.7503692009981158
42,041830,5.62,인바디,"21,600","1,100",5.37,"88,515","20,550","21,650","20,450","7,565","11,341",0.6670487611321753
43,016670,5.60,디모아,490,12,2.51,"235,851",481,495,464,"38,009","12,188",3.11855923859534
44,041190,5.53,우리기술투자,"4,770",270,6.00,"5,135,830","4,530","4,920","4,520","35,581","138,435",0.25702315165962364
45,301300,5.34,바이브컴퍼니,"28,600",700,2.51,"73,532","27,750","29,150","27,150","3,771","3,825",0.9858823529411764
46,208370,5.26,셀바스헬스케어,"2,400",95,4.12,"175,697","2,310","2,420","2,280","31,284","73,880",0.42344342176502436
47,232680,5.26,라온테크,"10,000",400,4.17,"96,001","9,600","10,050","9,500","17,147","6,611",2.5937074572681893
48,121800,5.21,비덴트,"4,345",30,0.69,"2,399,533","4,365","4,430","4,130","15,467","52,191",0.2963537774712115
49,105330,5.19,케이엔더블유,"9,520",410,4.50,"117,395","9,050","9,520","9,050","5,769","23,961",0.2407662451483661
50,161570,5.17,THE MIDONG,"1,220",10,0.83,"168,702","1,210","1,250","1,160","21,929","25,316",0.8662110917996524
51,331380,5.15,포커스에이치엔에스,"2,145",90,4.38,"157,866","2,050","2,160","2,040","19,285","66,663",0.289290911000105
52,093640,5.13,다믈멀티미디어,"6,150",20,0.32,"162,240","6,080","6,160","5,850","17,709","20,151",0.8788149471490249
53,189330,5.11,씨이랩,"17,500",350,2.04,"92,366","16,950","17,550","16,650","10,079","6,893",1.4622080371391266
54,096040,5.10,이트론,165,8,5.10,"14,299,178",158,172,157,"1,546,318","2,373,172",0.6515827761325349
55,100030,5.08,인지소프트,"19,650",850,4.52,"18,515","18,750","19,700","18,700","13,300","3,477",3.8251366120218577
56,241790,5.04,오션브릿지,"14,600",700,5.04,"128,372","13,900","14,750","13,900","9,716","33,050",0.2939788199697428
57,065370,5.00,위세아이텍,"14,700","1,600",12.21,"1,403,144","14,550","15,750","14,000","35,502","20,385",1.7415746872700515
58,065650,4.99,메디프론,"1,895",105,5.87,"14,451,125","1,830","2,035","1,805","217,725","66,389",3.279534260193707
59,030350,4.93,드래곤플라이,852,35,4.28,"1,285,387",829,869,812,"49,003","49,213",0.9957328348200679
60,294630,4.91,서남,"2,135",35,1.67,"3,607","2,085","2,135","2,035","9,981","2,515",3.9685884691848905
61,294140,4.89,레몬,"3,650",175,5.04,"70,607","3,530","3,690","3,480","3,860","5,925",0.6514767932489451
62,391710,4.87,코닉오토메이션,"4,090",245,6.37,"1,148,340","3,900","4,285","3,900","4,453","8,511",0.5232052637762895
63,227610,4.81,아우딘퓨쳐스,"2,290",40,1.78,"4,155,472","2,270","2,385","2,185","120,241","47,842",2.5132937586221313
64,162300,4.76,신스틸,"7,480",130,1.77,"1,270,350","7,260","8,100","7,140","23,758","13,644",1.7412782175315158
65,307180,4.75,아이엘사이언스,"3,085",90,3.01,"6,620","3,020","3,095","2,945","4,987","6,631",0.7520735937264365
66,184230,4.75,SGA솔루션즈,992,32,3.33,"735,592",959,994,947,"27,657","80,622",0.3430453226166555
67,066410,4.75,버킷스튜디오,"1,545",95,5.79,"5,688,344","1,505","1,575","1,475","233,699","338,253",0.690900006799644
68,117670,4.74,알파홀딩스,"1,215",45,3.85,"63,583","1,165","1,225","1,160","69,031","12,307",5.609084260989681
69,228670,4.72,레이,"25,500",950,3.87,"170,156","24,350","25,750","24,350","7,238","27,662",0.2616585930156894
70,009780,4.63,엠에스씨,"6,550",30,0.46,"19,127","6,550","6,600","6,260","8,203","1,497",5.479625918503674
71,277810,4.60,레인보우로보틱스,"63,700","2,000",3.24,"1,043,831","61,100","64,700","60,900","16,670","47,521",0.3507922813072116
72,228850,4.53,레이언스,"12,700",500,4.10,"67,555","12,150","12,800","12,150","15,098","28,476",0.5302008709088355
73,257720,4.51,실리콘투,"3,010",115,3.97,"9,330,465","2,955","3,035","2,880","332,804","175,674",1.8944408392818517
74,090150,4.48,아이윈,"1,515",10,0.66,"415,440","1,495","1,545","1,450","28,545","89,559",0.31872843600308176
75,085670,4.44,뉴프렉스,"6,580",190,2.97,"522,952","6,380","6,610","6,300","23,805","69,085",0.3445755229065644
76,394280,4.35,오픈엣지테크놀로지,"13,200",700,5.60,"1,648,275","12,950","13,600","12,650","94,571","73,082",1.2940395719876303
77,041020,4.30,폴라리스오피스,"1,455",55,3.93,"130,346","1,435","1,460","1,395","32,127","49,598",0.6477478930602041
78,136410,4.27,아셈스,"12,200",100,0.83,"75,267","12,150","12,200","11,700","22,495","18,680",1.2042291220556745
79,317690,4.27,퀀타매트릭스,"4,760",80,1.65,"20,860","4,770","4,805","4,565","5,479","3,004",1.823901464713715
80,104620,4.25,노랑풍선,"9,080",70,0.77,"98,967","9,280","9,280","8,710","1,811","3,531",0.512885868026055
81,052020,4.23,에스티큐브,"14,800",250,1.72,"172,892","14,500","14,850","14,200","27,698","49,635",0.5580336456129747
82,114450,4.20,KPX생명과학,"5,210",110,2.16,"310,598","5,000","5,310","5,000","20,534","8,657",2.3719533325632436
83,158430,4.20,아톤,"24,800",800,3.33,"66,217","23,900","25,200","23,800","5,635","7,604",0.74105733824303
84,058970,4.18,엠로,"17,450",300,1.75,"63,126","16,850","18,150","16,750","3,621","2,894",1.251209398756047
85,405000,4.16,플라즈맵,"6,510",210,3.33,"218,716","6,320","6,550","6,250","4,833","31,860",0.15169491525423728
86,085370,4.14,루트로닉,"21,400","1,000",4.90,"905,007","20,550","21,850","20,550","41,453","131,217",0.31591181020751885
87,193250,4.09,와이제이엠게임즈,"1,400",55,4.09,"236,148","1,345","1,405","1,345","46,820","351,962",0.13302572436797155
88,286750,4.08,나노브릭,"1,530",35,2.34,"119,532","1,500","1,550","1,470","10,349","25,955",0.3987285686765556
89,222110,4.06,팬젠,"6,150",220,3.71,"21,025","5,910","6,150","5,910","4,420","1,559",2.835150737652341
90,214450,4.03,파마리서치,"74,800","2,200",3.03,"52,562","71,900","75,700","71,900","3,758","8,403",0.44722123051291207
91,019660,4.00,글로본,"1,690",15,0.90,"37,515","1,660","1,690","1,625","25,746","7,379",3.4890906626914218
92,270520,3.97,지엔원에너지,"4,060",5,0.12,"655,091","4,005","4,075","3,905","75,345","36,940",2.0396589063345965
93,058610,3.95,에스피지,"19,750",550,2.86,"510,124","19,200","19,850","19,000","53,168","169,629",0.3134369712726008
94,366030,3.94,공구우먼,"13,200",300,2.33,"2,881,967","12,800","13,900","12,700","142,745","151,333",0.9432509763237364
95,094170,3.92,동운아나텍,"9,020",330,3.80,"84,376","8,780","9,100","8,680","1,785","6,571",0.27164815096636735
96,168360,3.80,펨트론,"7,110",200,2.89,"154,768","6,860","7,170","6,850","16,202","22,424",0.7225294327506243
97,369370,3.72,블리츠웨이,"2,370",60,2.60,"495,833","2,315","2,445","2,285","9,849","20,370",0.48350515463917526
98,048260,3.70,오스템임플란트,"154,000","4,300",2.87,"267,428","150,200","156,400","148,500","3,039","4,114",0.7386971317452601
99,108230,3.70,톱텍,"8,680",480,5.85,"517,509","8,370","8,800","8,370","9,728","16,355",0.5948028125955366
