,종목코드,종목명,현재가,전일비,등락률,거래량,시가,고가,저가,매수총잔량,매도총잔량,매수매도잔량비
0,049080,기가레인,"1,935",375,24.04,"99,739,622","1,545","1,995","1,545","63,123","7,900",7.990253164556962
1,065420,에스아이리소스,521,73,16.29,"34,868,891",448,576,448,"62,962","15,939",3.950185080619863
2,198940,한주라이트메탈,"6,020",680,12.73,"32,045,633","5,850","6,860","5,700","31,051","38,529",0.8059124295984843
3,096040,이트론,158,1,0.64,"29,666,485",158,172,156,"1,577,951","596,149",2.6469070651800135
4,094480,갤럭시아머니트리,"6,510",760,13.22,"23,383,397","5,700","7,070","5,690","18,675",435,42.93103448275862
5,322780,코퍼스코리아,"3,520",285,8.81,"23,197,606","3,210","3,870","3,205","15,127","19,671",0.7690000508362564
6,053590,한국테크놀로지,458,13,2.76,"21,804,210",463,476,454,"360,991","25,663",14.066593929002845
7,065650,메디프론,"1,855",65,3.63,"17,351,291","1,830","2,035","1,805","49,337","5,478",9.006389193136181
8,086960,MDS테크,"1,875",405,17.76,"16,862,401","1,820","1,985","1,815","101,614","68,230",1.4892862377253409
9,050110,캠시스,"2,155",35,1.65,"13,667,529","2,285","2,295","2,110","42,235","113,497",0.3721243733314537
10,257720,실리콘투,"2,930",35,1.21,"12,976,399","2,955","3,035","2,880","127,516","35,436",3.5984874139293375
11,391710,코닉오토메이션,"4,470",625,16.25,"12,420,958","3,900","4,900","3,900","11,063","8,164",1.355095541401274
12,090710,휴림로봇,"2,675",5,0.19,"11,738,688","2,660","2,720","2,640","207,585","188,522",1.1011181718844485
13,108230,톱텍,"8,880",680,8.29,"10,572,771","8,370","10,200","8,370","20,655",955,21.6282722513089
14,307280,원바이오젠,"1,855",140,8.16,"10,241,347","1,810","2,160","1,805","30,252","2,632",11.493920972644377
15,015710,코콤,"7,890",40,0.51,"9,277,753","8,460","8,940","7,890","22,823","4,410",5.175283446712018
16,297570,알로이스,"1,920",85,4.24,"9,219,696","2,130","2,155","1,920","40,026","23,476",1.704975293917192
