,종목코드,종목명,현재가,전일비,등락률,거래량,시가,고가,저가,매수총잔량,매도총잔량,매수매도잔량비
0,086960,MDS테크,"1,895",385,16.89,"15,358,803","1,820","1,985","1,815","326,586","220,157",1.483423193448312
1,226330,신테카바이오,"8,850",950,9.69,"341,048","9,800","9,800","8,830","16,537","5,554",2.977493698235506
2,031510,오스템,"1,800",185,9.32,"4,410,318","1,970","2,035","1,800","133,162","94,333",1.4116162954639415
3,086900,메디톡스,"126,600","9,200",6.77,"155,900","134,300","134,300","125,600","3,331","1,048",3.178435114503817
4,236810,엔비티,"6,540",460,6.57,"623,341","6,860","6,860","6,530","46,015","14,935",3.0810177435554067
5,900100,애머릿지,"2,200",150,6.38,"279,080","2,350","2,350","2,145","6,258","17,899",0.3496284708642941
6,380540,옵티코어,"3,120",210,6.31,"4,804,736","3,280","3,340","3,090","106,086","116,609",0.9097582519359569
7,066410,버킷스튜디오,"1,545",95,5.79,"6,535,641","1,505","1,575","1,475","520,670","478,593",1.0879181266754843
8,288330,브릿지바이오테라퓨틱스,"10,750",650,5.70,"103,970","11,250","11,300","10,750","22,833","10,074",2.266527695056581
9,032685,소프트센우,"23,550","1,300",5.23,"5,917","23,700","24,050","23,150",466,27,17.25925925925926
10,275630,에스에스알,"6,240",320,4.88,"307,832","6,590","6,800","6,010","6,439","7,190",0.8955493741307371
11,060720,KH바텍,"14,750",700,4.53,"388,482","15,400","15,400","14,450","74,743","32,999",2.26500803054638
12,252500,세화피앤씨,"1,380",65,4.50,"1,043,745","1,440","1,440","1,365","269,426","81,380",3.3107151634308183
13,131290,티에스이,"40,600","1,900",4.47,"157,418","42,650","43,050","39,750","2,525","4,203",0.6007613609326672
14,351330,이삭엔지니어링,"9,660",440,4.36,"180,107","10,000","10,150","9,590","13,256","6,929",1.9131187761581758
15,284620,카이노스메드,"5,370",230,4.11,"264,286","5,540","5,650","5,320","9,581","14,401",0.665301020762447
16,376290,씨유테크,"4,670",200,4.11,"291,833","4,895","4,905","4,655","9,540","4,323",2.206800832755031
17,298870,다올인베스트먼트,"3,270",135,3.96,"2,691,399","3,400","3,440","3,260","153,851","66,471",2.314558228400355
18,241520,DSC인베스트먼트,"3,790",155,3.93,"797,090","4,130","4,330","3,790","18,303","7,808",2.3441342213114753
19,314140,알피바이오,"14,150",550,3.74,"295,926","14,600","14,600","14,100","47,232","52,571",0.8984421068650016
20,083470,이엠앤아이,"5,920",230,3.74,"381,198","6,200","6,200","5,830","13,553","55,276",0.24518778493378682
21,115440,우리넷,"9,050",350,3.72,"679,603","9,540","9,600","8,990","30,321","6,673",4.543833358309606
22,241710,코스메카코리아,"10,450",400,3.69,"163,171","10,850","11,000","10,400","51,984","9,272",5.60655737704918
23,035080,그래디언트,"15,900",600,3.64,"146,389","16,800","16,800","15,800","30,573","11,423",2.676442265604482
24,060230,소니드,"4,035",150,3.58,"2,024,257","4,235","4,255","3,950","38,953","38,602",1.0090927931195275
25,187790,나노,"1,350",50,3.57,"1,502,602","1,375","1,395","1,335","285,784","103,435",2.762933243099531
26,263600,덕우전자,"7,110",260,3.53,"291,744","7,200","7,210","7,040","50,627","12,989",3.8976826545538534
27,205470,휴마시스,"17,150",600,3.38,"830,595","17,400","17,600","17,000","123,776","68,042",1.819111725110961
28,027050,코리아나,"3,530",120,3.29,"710,826","3,650","3,655","3,515","41,128","14,945",2.751957176313148
29,032960,동일기연,"13,500",450,3.23,"17,950","13,900","13,950","13,400","8,443","3,205",2.6343213728549144
30,397030,에이프릴바이오,"16,700",550,3.19,"32,503","17,100","17,300","16,700","9,039","7,944",1.1378398791540785
31,195940,HK이노엔,"39,800","1,300",3.16,"484,369","41,250","41,250","39,500","28,681","16,316",1.7578450600637412
32,036010,아비코전자,"10,750",350,3.15,"293,449","11,100","11,200","10,700","90,415","38,645",2.3396299650666323
33,050120,ES큐브,"4,455",145,3.15,"369,088","4,500","4,780","4,410","14,291","3,838",3.7235539343408024
34,049520,유아이엘,"3,450",110,3.09,"59,928","3,595","3,595","3,445","9,859","5,036",1.9577045274027005
35,069920,아이에스이커머스,"6,960",220,3.06,"99,681","7,100","7,110","6,900","12,412","14,994",0.8277977857809791
36,096610,알에프세미,"3,025",95,3.04,"171,610","3,120","3,120","2,935","22,887","7,884",2.90296803652968
37,019590,엠벤처투자,999,31,3.01,"731,594","1,020","1,020",998,"64,171","214,202",0.29958170325207045
38,297570,알로이스,"1,945",60,2.99,"8,523,464","2,130","2,155","1,935","129,855","58,639",2.214481829499139
39,036890,진성티이씨,"11,450",350,2.97,"760,265","11,800","11,850","11,250","124,883","54,825",2.277847697218422
40,187420,제노포커스,"5,910",180,2.96,"44,550","6,160","6,160","5,900","4,006","6,719",0.5962196755469564
41,054920,한컴위드,"5,240",160,2.96,"1,062,517","5,430","5,490","5,160","68,976","11,631",5.930358524632448
42,010470,오리콤,"13,200",400,2.94,"144,342","13,450","13,800","13,100","23,721","9,867",2.4040741866828825
43,033130,디지틀조선,"2,475",75,2.94,"279,342","2,540","2,550","2,470","114,330","21,218",5.388349514563107
44,043090,엑서지21,"1,650",50,2.94,"770,731","1,710","1,720","1,630","42,717","91,433",0.4671945577636083
45,336060,웨이버스,"1,825",55,2.93,"3,169,751","1,850","1,910","1,815","296,949","109,673",2.707585276230248
46,114840,아이패밀리에스씨,"13,400",400,2.90,"124,647","13,650","13,900","13,100","22,457","20,847",1.0772293375545643
47,322310,오로스테크놀로지,"13,600",400,2.86,"36,319","13,900","14,100","13,550","13,314","4,537",2.934538241128499
48,291810,핀텔,"8,160",240,2.86,"449,130","8,180","8,320","8,120","34,833","15,987",2.1788328016513416
49,048410,현대바이오,"25,650",750,2.84,"306,668","26,250","26,550","25,600","76,402","16,026",4.76737801073256
50,319660,피에스케이,"17,100",500,2.84,"176,444","17,450","17,950","17,100","47,790","16,151",2.958949910222277
51,419080,엔젯,"14,100",400,2.76,"137,179","14,350","14,800","13,900","34,176","14,633",2.3355429508644843
52,417180,핑거스토리,"10,600",300,2.75,"1,949,729","10,850","11,200","10,500","329,689","158,693",2.07752704908219
53,041590,플래스크,"1,065",30,2.74,"288,689","1,090","1,095","1,040","125,676","86,934",1.4456484229415418
54,317120,라닉스,"5,360",150,2.72,"33,363","5,510","5,520","5,310","8,569","7,207",1.1889829332593311
55,317530,캐리소프트,"8,710",240,2.68,"228,983","9,000","9,050","8,610","16,015","5,980",2.67809364548495
56,352480,씨앤씨인터내셔널,"30,950",850,2.67,"65,429","31,750","31,750","30,500","6,921","2,202",3.1430517711171664
57,092870,엑시콘,"9,570",260,2.64,"9,018","9,730","9,740","9,550","4,465",960,4.651041666666667
58,320000,윈텍,"2,835",75,2.58,"119,635","2,910","2,915","2,785","19,137","11,016",1.7372004357298474
59,196170,알테오젠,"33,950",900,2.58,"296,104","34,750","35,000","33,750","57,957","8,754",6.620630568882796
60,199800,툴젠,"53,700","1,400",2.54,"28,211","54,800","55,100","53,000","3,377","1,186",2.8473861720067455
61,205500,액션스퀘어,"3,300",85,2.51,"74,424","3,385","3,430","3,290","11,271","15,807",0.7130385272347695
62,123330,제닉,"5,130",130,2.47,"51,100","5,260","5,310","5,010","14,990","1,303",11.504221028396008
63,095660,네오위즈,"39,600","1,000",2.46,"248,380","40,700","40,900","38,900","16,035","8,011",2.0016227686930472
64,900310,컬러레이,"1,395",35,2.45,"2,460,308","1,435","1,455","1,390","279,257","308,578",0.904980264309186
65,297090,씨에스베어링,"8,560",210,2.39,"319,333","8,770","8,780","8,510","42,656","5,370",7.943389199255121
66,241820,피씨엘,"12,350",300,2.37,"17,232","12,650","12,950","12,200","3,117","3,720",0.8379032258064516
67,082920,비츠로셀,"16,650",400,2.35,"533,657","16,900","17,250","16,200","21,846","22,554",0.9686086725192871
68,125210,아모그린텍,"12,500",300,2.34,"129,190","12,850","12,850","12,400","64,697","31,306",2.066600651632275
69,258790,소프트캠프,"1,680",40,2.33,"226,356","1,705","1,720","1,670","44,760","46,994",0.9524620164276291
70,373340,유진스팩6호,"2,115",50,2.31,"26,390","2,145","2,190","2,100","40,140","4,056",9.896449704142011
71,203690,프로스테믹스,"1,060",25,2.30,"52,913","1,075","1,075","1,035","56,410","79,212",0.7121395748118972
72,050960,수산아이앤티,"14,850",350,2.30,"180,711","15,250","15,600","14,850","14,786","15,241",0.9701463158585395
73,030960,양지사,"29,850",700,2.29,"58,563","30,550","30,800","29,550","9,025","2,976",3.0325940860215055
74,204620,글로벌텍스프리,"3,195",75,2.29,"302,485","3,270","3,270","3,165","65,529","13,034",5.0275433481663345
75,087260,모바일어플라이언스,"3,000",70,2.28,"136,453","3,060","3,060","2,960","71,170","8,961",7.942193951567905
76,217270,넵튠,"10,800",250,2.26,"83,719","11,050","11,100","10,650","37,315","12,604",2.96056807362742
77,214610,미코바이오메드,"4,350",100,2.25,"88,186","4,425","4,490","4,330","26,243","6,508",4.032421634910879
78,328380,솔트웨어,"1,305",30,2.25,"383,204","1,335","1,345","1,290","85,237","76,346",1.1164566578471695
79,298380,에이비엘바이오,"19,800",450,2.22,"458,779","20,100","20,250","19,550","101,123","21,293",4.749119428920302
