,종목코드,종목명,현재가,전일비,등락률,거래량,시가,고가,저가,매수총잔량,매도총잔량,매수매도잔량비
0,090710,휴림로봇,"2,655",120,4.73,"78,616,647","2,630","2,870","2,585","1,068,052","719,048",1.4853695441750758
2,900310,컬러레이,"1,405",95,7.25,"41,927,874","1,330","1,530","1,315","473,531","450,902",1.050186071474511
3,053590,한국테크놀로지,514,52,9.19,"37,179,269",572,576,505,"529,272","442,539",1.19598950600964
5,187790,나노,"1,485",55,3.85,"23,505,889","1,625","1,755","1,460","252,336","157,271",1.6044661762181203
6,041460,한국전자인증,"6,070",640,11.79,"21,510,766","5,400","6,700","5,300","148,907","88,235",1.6876182920609735
7,340440,세림B&G,"2,865",605,26.77,"21,162,346","2,270","2,935","2,230","85,825","128,724",0.6667365836984556
8,159910,스킨앤스킨,233,4,1.75,"20,618,588",230,248,230,"887,605","1,566,212",0.5667208526048836
9,014200,광림,"1,130",0,0.00,"17,869,840","1,140","1,225","1,120","445,537","371,862",1.19812457309432
10,220180,핸디소프트,"3,980",550,16.03,"14,241,402","3,580","4,410","3,400","19,231","7,417",2.5928272886611836
11,096040,이트론,159,3,1.85,"13,761,568",163,166,158,"1,838,675","1,805,972",1.0181082541700537
12,226360,KH 건설,475,6,1.25,"13,565,798",481,505,465,"483,588","108,685",4.449445645673276
13,086960,MDS테크,"2,490",5,0.20,"12,796,133","2,480","2,705","2,435","128,122","53,382",2.40009741111236
14,291230,엔피,"6,410",560,9.57,"12,617,416","5,910","6,810","5,700","64,431","72,190",0.8925197395761186
15,207760,미스터블루,"3,530",145,3.95,"12,348,214","3,695","3,710","3,440","187,371","62,750",2.98599203187251
16,111870,KH 전자,287,8,2.71,"12,320,943",291,293,275,"679,607","243,373",2.792450271805007
17,033320,제이씨현시스템,"5,740",120,2.14,"12,083,526","5,890","6,590","5,710","36,644","17,559",2.086906999259639
18,347860,알체라,"10,950","1,550",16.49,"11,764,360","9,420","11,900","9,330","170,230","101,898",1.6705921607882392
19,019570,리더스 기술투자,541,41,7.04,"10,891,911",597,597,515,"130,516","83,640",1.5604495456719274
20,336060,웨이버스,"1,700",10,0.59,"10,499,186","1,680","1,870","1,665","160,344","42,461",3.7762652787263606
21,288980,모아데이타,"2,970",95,3.10,"10,397,353","3,005","3,115","2,930","220,107","94,950",2.3181358609794627
22,019770,서연탑메탈,"4,880",545,12.57,"9,722,866","4,345","5,630","4,345","36,334","6,236",5.826491340602951
23,263800,데이타솔루션,"7,510",100,1.31,"9,613,166","7,430","8,250","7,220","36,584","35,132",1.0413298417397245
24,264850,이랜시스,"2,715",125,4.83,"8,911,058","2,560","3,100","2,560","38,557","16,880",2.284182464454976
25,227610,아우딘퓨쳐스,"2,680",300,10.07,"8,862,136","2,980","2,995","2,555","43,465","30,297",1.434630491467802
26,162300,신스틸,"8,750",300,3.55,"8,559,586","8,940","10,050","8,630","27,146","18,465",1.4701326834551856
27,417180,핑거스토리,"11,800",50,0.43,"8,391,194","12,600","12,800","11,550","305,542","444,762",0.6869786537518943
28,900280,골든센츄리,394,1,0.25,"7,771,057",402,410,389,"237,432","206,828",1.1479683601833408
29,239340,줌인터넷,"4,905",15,0.31,"7,712,299","4,940","5,150","4,810","65,243","31,087",2.0987229388490367
30,064800,젬백스링크,"1,370",15,1.11,"7,230,634","1,355","1,475","1,340","165,370","140,595",1.1762153703901277
31,086890,이수앱지스,"7,710","1,530",24.76,"7,187,597","6,150","7,940","6,050","25,978","15,141",1.7157387226735354
32,200350,래몽래인,"24,700","2,800",12.79,"6,974,116","24,550","26,350","23,400","34,981","23,947",1.4607675282916441
33,335890,비올,"3,750",150,4.17,"6,404,669","3,600","3,895","3,570","75,795","67,736",1.118976615093894
34,205470,휴마시스,"18,850","1,350",7.71,"6,152,124","17,500","19,050","17,300","48,965","250,619",0.19537624840893947
35,049480,오픈베이스,"2,935",30,1.01,"5,928,810","3,100","3,180","2,920","133,410","47,238",2.8242093230026675
36,236810,엔비티,"6,760",110,1.65,"5,785,077","6,610","7,130","6,530","40,278","30,899",1.3035373313052203
37,900300,오가닉티코스메틱,254,4,1.60,"5,749,215",250,266,246,"403,754","247,014",1.6345389330159423
38,066410,버킷스튜디오,"1,675",35,2.13,"5,160,513","1,660","1,735","1,630","238,093","202,436",1.1761396194352782
39,054920,한컴위드,"4,885",80,1.66,"4,884,974","4,850","5,270","4,820","33,595","6,874",4.887256328193192
40,015710,코콤,"7,920",120,1.49,"4,679,005","8,100","8,580","7,770","22,924","67,211",0.34107512163187576
41,128540,에코캡,"4,195",160,3.97,"4,537,055","4,040","4,630","4,000","23,242","16,871",1.3776302530970304
42,006910,보성파워텍,"4,165",150,3.48,"4,456,126","4,395","4,530","4,160","75,278","24,499",3.0726968447691743
43,038110,에코플라스틱,"2,960",10,0.34,"4,416,113","2,960","3,170","2,920","88,023","37,125",2.370989898989899
44,106520,노블엠앤비,"1,725",180,11.65,"4,393,517","1,590","2,000","1,585","62,340","6,866",9.079522283716866
45,019590,엠벤처투자,942,57,5.71,"4,286,458","1,000","1,000",901,"94,529","89,518",1.0559775687571216
46,082660,코스나인,888,13,1.49,"4,191,501",871,920,821,"52,089","69,274",0.7519271299477437
47,121800,비덴트,"4,355",145,3.22,"4,039,600","4,505","4,635","4,305","79,094","11,182",7.073332140940797
