,종목코드,등락률,종목명,현재가,전일비,등락률,거래량,시가,고가,저가,매수총잔량,매도총잔량,매수매도잔량비
2,086890,26.61,이수앱지스,"7,660","1,480",23.95,"3,220,733","6,150","7,920","6,050","12,496","7,906",1.5805717176827725
3,340440,24.89,세림B&G,"2,785",525,23.23,"17,123,419","2,270","2,935","2,230","82,931","102,129",0.81202205054392
4,220180,23.97,핸디소프트,"4,215",785,22.89,"13,288,057","3,580","4,410","3,400","24,823","8,229",3.0165269170008506
5,347860,18.44,알체라,"11,050","1,650",17.55,"11,506,903","9,420","11,900","9,330","178,293","76,221",2.3391584996260875
6,372800,18.28,아이티아이즈,"9,900","1,270",14.72,"1,681,079","8,480","10,700","8,370","17,883","36,171",0.49440159243592935
7,041460,15.28,한국전자인증,"6,110",680,12.52,"21,122,833","5,400","6,700","5,300","172,667","58,223",2.965614963158889
8,291230,14.91,엔피,"6,550",700,11.97,"11,842,467","5,910","6,810","5,700","22,911","94,898",0.24142763809563952
9,144960,11.96,뉴파워프라즈마,"4,400",510,13.11,"843,292","3,930","4,550","3,930","11,856","5,102",2.323794590356723
10,300080,11.52,플리토,"27,100","2,700",11.07,"1,062,824","24,650","29,050","24,300","8,546","2,139",3.995324918186068
11,019770,11.28,서연탑메탈,"4,835",500,11.53,"9,602,393","4,345","5,630","4,345","14,578","3,247",4.489682784108408
12,377030,10.51,맥스트,"14,200","1,250",9.65,"2,993,132","13,150","14,400","12,850","59,783","152,554",0.3918809077441431
13,073570,10.19,어반리튬,"17,300","1,700",10.90,"3,547,289","15,700","18,000","15,700","33,533","68,736",0.48785207169459965
14,106520,10.09,노블엠앤비,"1,745",200,12.94,"4,228,546","1,590","2,000","1,585","59,142","25,714",2.2999922221358013
15,052020,10.04,에스티큐브,"15,350","1,250",8.87,"2,563,802","14,200","16,200","13,950","38,578","34,865",1.106496486447727
16,217480,9.51,에스디생명공학,"1,555",135,9.51,"3,000,788","1,435","1,635","1,420","119,819","85,332",1.4041508461069705
17,305090,8.07,마이크로디지탈,"4,285",120,2.88,"229,685","4,165","4,400","3,965","2,527","4,205",0.6009512485136742
18,277810,7.99,레인보우로보틱스,"60,800","4,100",7.23,"3,132,763","57,200","61,400","56,300","52,400","48,744",1.0750041030690958
19,134580,7.68,탑코미디어,"6,030",520,9.44,"1,905,240","5,780","6,220","5,600","5,756","17,198",0.33469008024188857
20,078890,7.65,가온미디어,"7,880",530,7.21,"1,375,425","7,380","7,920","7,320","32,082","15,547",2.063549237795073
21,054210,7.63,이랜텍,"12,700",750,6.28,"671,701","11,950","12,750","11,800","58,445","138,004",0.423502217327034
22,289220,7.59,자이언트스텝,"19,850",900,4.75,"890,948","19,150","20,450","18,450","30,354","23,508",1.2912200102092906
23,082660,7.31,코스나인,881,6,0.69,"4,041,689",871,920,821,"50,217","52,984",0.947776687301827
24,101390,7.20,아이엠,"5,510",330,6.37,"67,188","5,190","5,570","5,140","2,953","16,443",0.17959009913032903
25,099750,7.18,이지케어텍,"23,150","1,750",8.18,"145,355","21,700","23,500","21,600","9,361","9,653",0.9697503366828966
26,389140,6.99,포바이포,"12,250",450,3.81,"1,557,080","11,800","12,950","11,450","65,975","83,754",0.7877235714115147
27,205470,6.94,휴마시스,"18,500","1,000",5.71,"5,017,096","17,500","19,050","17,300","104,007","98,345",1.0575728303421628
28,019570,6.80,리더스 기술투자,550,32,5.50,"10,533,206",597,597,515,"95,302","32,300",2.9505263157894737
29,099440,6.70,스맥,"1,990",105,5.57,"2,460,431","1,890","2,035","1,865","116,773","107,781",1.0834284335829134
30,229000,6.67,젠큐릭스,"5,760","1,360",19.10,"829,321","5,470","6,400","5,400","14,447","6,197",2.331289333548491
31,264850,6.64,이랜시스,"2,730",140,5.41,"8,792,677","2,560","3,100","2,560","41,215","10,383",3.9694693248579407
32,090150,6.39,아이윈,"1,415",60,4.43,"715,626","1,345","1,440","1,330","34,184","74,306",0.4600436034775119
33,199820,6.37,제일전기공업,"9,680",40,0.41,"4,682","9,100","9,760","9,100",505,"1,135",0.44493392070484583
34,085670,6.32,뉴프렉스,"6,730",310,4.83,"2,130,006","6,460","6,810","6,330","46,932","56,804",0.8262094218716992
35,171090,6.27,선익시스템,"20,350","1,000",5.17,"735,880","19,450","20,750","19,150","54,245","32,257",1.6816504944663173
36,190510,6.19,나무가,"16,300",700,4.49,"1,127,013","15,700","16,550","15,350","52,013","88,858",0.5853496590065047
37,376300,6.14,디어유,"37,150","1,700",4.80,"916,861","35,500","38,450","35,000","11,180","7,121",1.5700042128914478
38,039980,6.02,리노스,986,38,4.01,"1,810,357",959,"1,015",930,"19,281","14,248",1.3532425603593488
39,215000,6.01,골프존,"127,000","7,300",6.10,"106,198","120,900","129,400","119,800","1,787",989,1.806875631951466
40,217620,5.95,디딤이앤에프,"1,335",10,0.74,"493,323","1,365","1,365","1,260","170,574","65,786",2.5928617030979235
41,080580,5.88,오킨스전자,"18,000",800,4.65,"46,607","17,050","18,300","17,000","11,884","11,569",1.0272279367274613
42,263800,5.82,데이타솔루션,"7,640",30,0.39,"8,985,793","7,430","8,250","7,220","23,282","62,827",0.3705731612204944
43,900310,5.70,컬러레이,"1,390",80,6.11,"41,359,592","1,330","1,530","1,315","408,712","366,824",1.1141910016792795
44,402030,5.68,코난테크놀로지,"43,700","2,350",5.68,"171,087","41,350","43,750","41,350","1,222","2,026",0.6031589338598223
45,389500,5.61,에스비비테크,"22,600",0,0.00,"761,419","21,900","22,900","21,400","19,176","24,539",0.7814499368352419
46,042420,5.46,네오위즈홀딩스,"29,950",650,2.22,"279,640","29,650","31,000","28,400","4,712","3,932",1.1983723296032553
47,335890,5.46,비올,"3,765",165,4.58,"6,145,823","3,600","3,895","3,570","101,951","65,483",1.556907899760243
48,219550,5.35,디와이디,"1,280",5,0.39,"205,523","1,275","1,285","1,215","41,532","35,288",1.1769440036272953
49,106190,5.31,하이텍팜,"11,900",600,5.31,"21,944","11,300","12,000","11,300","7,036","5,688",1.2369901547116737
50,099390,5.30,브레인즈컴퍼니,"8,150",220,2.77,"298,108","7,880","8,330","7,740","12,009","7,271",1.6516297620684912
51,128540,5.25,에코캡,"4,210",175,4.34,"4,469,776","4,040","4,630","4,000","62,881","8,603",7.309194467046379
52,317530,5.11,캐리소프트,"9,050",40,0.44,"489,587","8,970","9,160","8,610","5,942","5,174",1.1484344800927715
53,236810,4.90,엔비티,"6,850",200,3.01,"5,706,325","6,610","7,130","6,530","58,202","30,394",1.9149174179114299
54,052220,4.73,iMBC,"3,540",95,2.76,"1,510,587","3,440","3,745","3,380","58,307","25,956",2.246378486669749
55,394280,4.55,오픈엣지테크놀로지,"11,500",400,3.60,"2,232,574","11,200","11,650","11,000","162,668","232,047",0.7010131568173689
56,214370,4.54,케어젠,"135,800","5,600",4.30,"64,181","130,600","136,500","129,900",665,"3,244",0.20499383477188657
57,200350,4.49,래몽래인,"24,450","2,550",11.64,"6,701,134","24,550","26,350","23,400","76,027","18,068",4.207825990701793
58,093640,4.46,다믈멀티미디어,"6,330",370,5.52,"632,011","6,550","6,600","6,060","23,757","22,444",1.058501158438781
59,039020,4.42,이건홀딩스,"3,540",20,0.57,"877,711","3,570","3,925","3,390","18,605","4,342",4.284891754951635
60,105330,4.34,케이엔더블유,"8,890",310,3.61,"79,896","8,520","9,090","8,520","5,208","6,047",0.8612535141392426
61,032190,4.33,다우데이타,"41,000","1,400",3.54,"337,634","39,850","41,600","39,300","6,234","17,992",0.34648732770120055
62,108860,4.31,셀바스AI,"8,720",120,1.40,"2,669,131","8,600","8,930","8,360","47,470","14,707",3.22771469368328
63,322780,4.28,코퍼스코리아,"3,045",45,1.50,"2,581,382","3,085","3,175","2,920","40,699","44,972",0.9049853242017255
64,189330,4.23,씨이랩,"16,000",200,1.23,"127,548","16,200","16,550","15,350","10,278","5,792",1.7745165745856353
65,186230,4.23,그린플러스,"11,100",200,1.83,"556,527","11,200","11,900","10,650","65,913","20,824",3.165242028428736
66,046070,4.23,코다코,"1,110",35,3.26,"3,395,571","1,075","1,260","1,065","142,014","41,655",3.409290601368383
67,054620,4.18,APS홀딩스,"13,700",500,3.79,"120,517","13,200","13,850","13,150","17,485","13,284",1.3162451068955134
