,종목코드,등락률,종목명,현재가,전일비,등락률,거래량,시가,고가,저가,매수총잔량,매도총잔량,매수매도잔량비
1,347860,23.26,알체라,"11,500","2,100",22.34,"9,237,169","9,420","11,900","9,330","148,772","198,138",0.7508504173858623
2,220180,21.62,핸디소프트,"4,135",705,20.55,"5,411,814","3,580","4,340","3,400","16,595","13,484",1.2307178878671017
3,380540,21.26,옵티코어,"3,165",500,18.76,"21,473,084","2,610","3,215","2,610","69,634","157,043",0.44340721967868674
4,264850,16.80,이랜시스,"2,990",400,15.44,"4,467,349","2,560","3,090","2,560","37,257","89,039",0.41843461853794406
5,019770,16.00,서연탑메탈,"5,040",705,16.26,"7,778,841","4,345","5,630","4,345","83,740","56,231",1.4892141345521155
6,052020,12.90,에스티큐브,"15,750","1,650",11.70,"1,742,093","14,200","16,200","13,950","33,756","50,268",0.6715206493196467
7,041460,11.89,한국전자인증,"5,930",500,9.21,"3,583,802","5,400","5,930","5,300","42,014","18,635",2.2545747249798764
8,106520,11.67,노블엠앤비,"1,770",225,14.56,"3,411,403","1,590","2,000","1,585","24,493","37,023",0.6615617318963888
9,082660,10.96,코스나인,911,36,4.11,"2,697,650",871,920,821,"134,908","46,630",2.8931589105725926
10,217480,10.56,에스디생명공학,"1,570",150,10.56,"2,495,707","1,435","1,635","1,420","63,880","119,993",0.5323643879226289
11,229000,9.26,젠큐릭스,"5,900","1,220",17.13,"706,400","5,470","6,400","5,400","6,923","6,886",1.0053732210281732
12,277810,8.35,레인보우로보틱스,"61,000","4,300",7.58,"2,530,888","57,200","61,400","56,300","48,624","21,153",2.298681038150617
13,305090,8.32,마이크로디지탈,"4,295",130,3.12,"88,628","4,165","4,295","3,965","4,004","5,179",0.7731222243676386
14,099440,8.31,스맥,"2,020",135,7.16,"1,785,642","1,890","2,035","1,865","134,164","96,398",1.3917716135189526
15,128540,7.75,에코캡,"4,310",275,6.82,"3,967,091","4,040","4,630","4,000","26,602","14,479",1.8372815802196285
16,134580,7.50,탑코미디어,"6,020",510,9.26,"1,456,212","5,780","6,220","5,600","3,242","39,357",0.08237416469751252
17,144960,7.25,뉴파워프라즈마,"4,215",325,8.35,"306,106","3,930","4,275","3,930","12,998","14,342",0.9062892204713429
18,215000,7.10,골프존,"128,300","8,600",7.18,"75,775","120,900","129,400","119,800",905,"7,662",0.11811537457582877
19,073570,7.01,어반리튬,"16,800","1,200",7.69,"2,943,130","15,700","18,000","15,700","65,803","20,225",3.2535475896168107
20,300080,7.00,플리토,"26,000","1,600",6.56,"278,368","24,650","26,750","24,300","7,493","2,447",3.062116877809563
21,900310,6.84,컬러레이,"1,405",95,7.25,"13,425,724","1,330","1,440","1,315","387,136","673,380",0.5749146098785233
22,348340,6.67,뉴로메카,"20,000",950,4.99,"2,311,332","19,050","20,500","18,750","53,528","70,324",0.7611626187361356
23,175140,6.63,인포마크,"7,080",340,5.04,"20,611","6,770","7,100","6,640","3,010","2,195",1.3712984054669703
24,199820,6.59,제일전기공업,"9,700",20,0.21,"3,702","9,100","9,760","9,100",395,893,0.4423292273236282
25,046070,6.57,코다코,"1,135",60,5.58,"3,044,182","1,075","1,260","1,065","179,736","100,930",1.780798573268602
26,340440,5.83,세림B&G,"2,360",100,4.42,"1,116,163","2,270","2,420","2,230","56,159","28,645",1.9605166695758423
27,236810,5.51,엔비티,"6,890",240,3.61,"4,171,734","6,610","7,130","6,530","65,489","52,283",1.2525868829256164
28,052220,5.47,iMBC,"3,565",120,3.48,"515,805","3,440","3,600","3,380","32,813","31,718",1.0345229837946908
29,357880,5.47,비트나인,"9,260",360,4.04,"1,018,440","9,000","9,450","8,780","14,111","12,609",1.1191212625902134
30,101390,5.25,아이엠,"5,410",230,4.44,"38,522","5,190","5,470","5,140",829,"8,734",0.09491641859400046
31,078890,5.05,가온미디어,"7,690",340,4.63,"748,764","7,380","7,880","7,320","15,665","26,393",0.5935285871253742
32,335890,5.04,비올,"3,750",150,4.17,"3,035,765","3,600","3,820","3,570","39,049","69,415",0.5625441187063315
33,104540,4.98,코렌텍,"10,550",100,0.94,"24,393","10,550","10,700","10,050","11,070","57,031",0.19410496046010065
34,093640,4.95,다믈멀티미디어,"6,360",340,5.07,"470,931","6,550","6,600","6,060","7,896","6,834",1.1553994732221247
35,340570,4.95,티앤엘,"39,250","1,750",4.67,"109,498","38,100","39,400","37,400","5,769","23,114",0.24958899368348186
36,122310,4.84,제노레이,"8,440",370,4.58,"154,068","8,090","8,600","8,050","17,908","3,704",4.834773218142549
37,251970,4.76,펌텍코리아,"16,500",700,4.43,"39,423","15,850","16,550","15,750","2,366","10,265",0.2304919629810034
38,200350,4.70,래몽래인,"24,500","2,600",11.87,"5,682,455","24,550","26,350","23,400","112,348","27,330",4.110793999268203
39,205470,4.62,휴마시스,"18,100",600,3.43,"2,142,147","17,500","18,850","17,300","108,871","142,554",0.7637176087658011
40,085670,4.58,뉴프렉스,"6,620",200,3.12,"824,536","6,460","6,680","6,330","33,498","77,090",0.43453106758334414
41,039020,4.57,이건홀딩스,"3,545",25,0.71,"832,770","3,570","3,925","3,390","35,010","7,024",4.984339407744875
42,389260,4.48,대명에너지,"23,300",850,3.79,"1,891,271","22,500","25,150","22,300","49,089","5,935",8.271103622577927
43,288330,4.48,브릿지바이오테라퓨틱스,"11,650",250,2.19,"23,301","11,400","11,650","11,150","13,743","15,008",0.9157116204690832
44,032190,4.45,다우데이타,"41,050","1,450",3.66,"219,465","39,850","41,550","39,300","2,370","14,997",0.15803160632126426
45,171090,4.44,선익시스템,"20,000",650,3.36,"289,664","19,450","20,200","19,150","28,377","47,759",0.5941707322180113
46,419120,4.38,산돌,"14,300",450,3.25,"125,477","13,950","14,550","13,700","11,479","27,349",0.4197228417858057
47,047560,4.37,이스트소프트,"10,750",400,3.86,"533,619","10,400","11,050","10,300","33,411","120,669",0.2768813862715362
48,096630,4.33,에스코넥,"1,035",46,4.65,"2,343,768",992,"1,105",992,"101,172","210,449",0.4807435530698649
