,종목코드,등락률,종목명,현재가,전일비,등락률,거래량,시가,고가,저가,매수총잔량,매도총잔량,매수매도잔량비
0,036030,18.06,케이티알파,"7,650","1,670",27.93,"1,622,884","6,540","7,650","6,480",716,"1,562",0.45838668373879643
1,052790,9.48,액토즈소프트,"9,240",840,10.00,"226,506","8,440","9,280","8,440",119,208,0.5721153846153846
2,187790,8.31,나노,"1,630",135,9.03,"3,630,977","1,520","1,695","1,505","11,224","7,012",1.6006845407872219
3,289080,6.82,SV인베스트먼트,"2,270",205,9.93,"1,034,768","2,140","2,330","2,125","5,866",894,6.56152125279642
4,377030,6.71,맥스트,"16,700","2,200",15.17,"2,167,912","15,750","17,300","15,650",578,"6,476",0.08925262507720816
5,064480,6.54,브리지텍,"5,540",590,11.92,"2,084,416","5,250","5,770","5,200","6,250",819,7.631257631257632
6,289220,6.49,자이언트스텝,"22,150","2,200",11.03,"736,841","20,800","22,700","20,800","7,030","3,747",1.8761676007472645
7,394280,6.19,오픈엣지테크놀로지,"12,000",650,5.73,"442,091","11,500","12,050","11,300","9,375","3,941",2.3788378584115706
8,203400,5.95,에이비온,"6,590",80,1.23,"4,223","6,610","6,620","6,220",153,617,0.2479740680713128
9,246960,5.74,이노테라피,"9,020",180,2.04,950,"8,800","9,100","8,530",308,"3,498",0.0880503144654088
10,214270,5.31,FSN,"3,765",200,5.61,"493,686","3,575","3,860","3,575","1,222","3,509",0.3482473639213451
11,106520,5.10,노블엠앤비,"1,855",115,6.61,"700,248","1,765","1,980","1,765","16,348","4,949",3.303293594665589
12,290660,4.95,네오펙트,"1,590",5,0.31,"9,219","1,570","1,590","1,515",503,"1,189",0.42304457527333894
13,304100,4.60,솔트룩스,"21,600",750,3.60,"245,571","21,000","21,650","20,650",597,464,1.2866379310344827
14,298870,4.59,다올인베스트먼트,"4,100",530,14.85,"12,125,328","3,920","4,120","3,920","56,116","46,314",1.211642267996718
15,347860,4.59,알체라,"11,400",400,3.64,"673,829","11,050","11,650","10,900","9,745","2,219",4.391617845876521
16,053590,4.41,한국테크놀로지,497,17,3.31,"4,106,253",514,514,476,716,"107,193",0.006679540641646376
17,019590,4.36,엠벤처투자,"1,005",55,5.79,"932,934",978,"1,025",963,3,"2,373",0.0012642225031605564
18,035290,4.26,골드앤에스,"6,860",180,2.69,"9,568","6,680","6,880","6,580","1,034",20,51.7
19,237820,4.05,플레이디,"5,400",230,4.45,"12,410","5,190","5,470","5,190",396,151,2.622516556291391
20,060240,3.97,룽투코리아,"3,140",120,3.97,"249,061","3,030","3,160","3,020","6,691",10,669.1
21,368970,3.95,오에스피,"6,050",280,4.85,"116,757","5,820","6,240","5,820","3,315",163,20.337423312883434
22,066310,3.94,큐에스아이,"10,550",350,3.43,"24,789","10,200","10,700","10,150",247,42,5.880952380952381
23,096610,3.93,알에프세미,"2,910",230,7.32,"196,351","3,100","3,100","2,800",235,"1,760",0.13352272727272727
24,069080,3.92,웹젠,"17,250",150,0.88,"41,120","16,900","17,250","16,600",671,"2,852",0.235273492286115
25,039740,3.68,한국정보공학,"3,665",115,3.24,"17,786","3,545","3,780","3,535",63,52,1.2115384615384615
26,100590,3.68,머큐리,"6,200",320,5.44,"126,468","5,980","6,250","5,980",809,93,8.698924731182796
27,321820,3.62,와이더플래닛,"5,730",230,4.18,"12,311","5,530","5,730","5,530",475,530,0.8962264150943396
28,102940,3.51,코오롱생명과학,"30,950",850,2.67,950,"31,150","31,500","29,900",24,4,6.0
29,101390,3.33,아이엠,"5,580",80,1.45,"4,123","5,470","5,580","5,400",201,68,2.9558823529411766
30,048530,3.31,인트론바이오,"8,430",320,3.95,"58,465","8,180","8,450","8,160",800,"3,153",0.2537266095781795
31,254120,3.26,자비스,"2,215",70,3.26,"117,673","2,155","2,240","2,145",200,"13,513",0.014800562421372012
32,063080,3.20,컴투스홀딩스,"45,150","1,750",4.03,"14,265","44,000","45,150","43,750",512,204,2.5098039215686274
33,205100,3.06,엑셈,"4,215",155,3.82,"315,263","4,090","4,230","4,090","2,291",644,3.5574534161490683
34,093640,3.02,다믈멀티미디어,"6,490",140,2.20,"33,618","6,520","6,520","6,300","2,336","7,203",0.3243093155629599
35,121800,2.99,비덴트,"4,475",135,3.11,"518,609","4,345","4,475","4,345","1,013","3,941",0.2570413600608982
36,166480,2.96,코아스템켐온,"8,350",240,2.96,"23,075","8,110","8,480","8,110",306,302,1.0132450331125828
37,041020,2.92,폴라리스오피스,"1,410",30,2.17,"24,826","1,370","1,425","1,370","1,228",13,94.46153846153847
38,043610,2.90,지니뮤직,"3,905",215,5.83,"633,370","3,915","4,000","3,795","1,534",619,2.478190630048465
