,종목코드,종목명,현재가,전일비,등락률,거래량,시가,고가,저가,매수총잔량,매도총잔량,매수매도잔량비
0,298870,다올인베스트먼트,"4,005",435,12.18,"8,813,609","3,920","4,120","3,920","34,672","88,640",0.3911552346570397
1,380540,옵티코어,"3,545",85,2.46,"6,138,310","3,635","3,725","3,475","2,200","13,510",0.16284233900814213
2,297570,알로이스,"2,150",55,2.63,"4,681,468","2,235","2,245","2,120",727,968,0.7510330578512396
3,090710,휴림로봇,"2,620",65,2.42,"3,816,252","2,720","2,735","2,585","56,868","18,965",2.9985763248088584
4,053590,한국테크놀로지,494,20,3.89,"2,883,376",514,514,476,"25,956","14,441",1.79738245273873
5,187790,나노,"1,670",175,11.71,"2,643,729","1,520","1,670","1,505","7,638","7,550",1.0116556291390728
6,064480,브리지텍,"5,600",650,13.13,"1,811,336","5,250","5,770","5,200","3,256",676,4.816568047337278
7,377030,맥스트,"17,050","2,550",17.59,"1,700,397","15,750","17,300","15,650","7,805","7,911",0.9866009354063962
8,291230,엔피,"6,780",430,6.77,"1,506,013","6,600","6,830","6,580","34,353",837,41.043010752688176
9,108860,셀바스AI,"9,340",520,5.90,"1,301,637","9,540","9,680","9,250","1,351","10,412",0.12975412985017287
11,036030,케이티알파,"7,060","1,080",18.06,"1,090,119","6,540","7,190","6,480",208,862,0.24129930394431554
12,111870,KH 전자,284,2,0.70,"978,053",288,294,281,"11,523","2,785",4.137522441651705
13,207760,미스터블루,"3,555",55,1.57,"889,827","3,560","3,575","3,520","2,602","3,873",0.6718306222566486
14,289080,SV인베스트먼트,"2,230",165,7.99,"778,796","2,140","2,330","2,125",635,"4,155",0.15282791817087846
15,100790,미래에셋벤처투자,"4,600",145,3.25,"691,561","4,870","4,895","4,590","2,265","1,660",1.3644578313253013
16,900310,컬러레이,"1,395",5,0.36,"686,804","1,425","1,425","1,390","61,704","27,862",2.2146292441317925
17,078890,가온미디어,"8,200",320,4.06,"643,617","8,160","8,350","8,050","3,463","11,567",0.29938618483617185
18,019590,엠벤처투자,980,30,3.16,"635,406",978,988,963,"13,708","10,012",1.3691570115860967
19,336060,웨이버스,"1,745",60,3.56,"633,689","1,745","1,770","1,720","5,980","20,948",0.28546877983578384
21,159910,스킨앤스킨,229,5,2.14,"591,910",235,235,229,"42,867","17,391",2.4648956356736242
22,340440,세림B&G,"2,640",125,4.52,"583,352","2,685","2,695","2,640","8,403","12,662",0.6636392355078187
23,289220,자이언트스텝,"22,400","2,450",12.28,"580,112","20,800","22,700","20,800","5,247","3,503",1.497858978018841
24,089530,에이티세미콘,"1,125",10,0.90,"553,778","1,135","1,185","1,115","29,562","2,927",10.099760847283909
25,347860,알체라,"11,150",150,1.36,"541,885","11,050","11,650","10,900","8,760","2,029",4.317397732873337
26,043610,지니뮤직,"3,845",155,4.20,"540,114","3,915","4,000","3,795","1,229",204,6.0245098039215685
27,014200,광림,"1,080",40,3.57,"527,747","1,105","1,110","1,080","24,657","1,057",23.327341532639547
