,종목코드,등락률,종목명,현재가,전일비,등락률,거래량,시가,고가,저가,매수총잔량,매도총잔량,매수매도잔량비
1,111870,28.30,KH 전자,340,78,29.77,"19,460,174",267,340,265,"125,076","117,426",1.0651474119871238
2,296640,18.47,이노룰스,"13,150","1,800",15.86,"1,792,270","11,400","13,400","11,100","20,183","18,785",1.0744210806494543
3,357230,15.08,에이치피오,"8,470","1,140",15.55,"908,706","7,360","8,540","7,360","1,285","1,277",1.0062646828504307
4,226360,15.06,KH 건설,512,55,12.04,"17,355,497",464,522,445,"171,812","49,552",3.46730707135938
5,089530,14.26,에이티세미콘,"1,130",169,17.59,"6,072,373","1,015","1,220",989,"5,398","96,430",0.05597842994918594
6,417180,10.22,핑거스토리,"10,250","1,210",13.38,"8,451,322","9,390","10,550","9,300","69,747","201,810",0.34560725434814926
7,255220,9.68,SG,"1,360",115,9.24,"931,757","1,245","1,410","1,240","34,390","42,364",0.8117741478613918
8,304100,9.23,솔트룩스,"21,300","1,850",9.51,"1,888,506","19,750","21,650","19,500","40,861","15,763",2.5922096047706655
9,189330,8.17,씨이랩,"16,550","1,000",6.43,"195,847","15,750","17,150","15,300","9,044","19,960",0.4531062124248497
10,101730,7.84,위메이드맥스,"11,000",850,8.37,"345,252","10,300","11,150","10,200","30,566","44,748",0.683069634397068
11,328130,7.82,루닛,"35,150","2,850",8.82,"226,220","32,600","35,850","32,600","3,381","6,379",0.5300203793698072
12,301300,7.77,바이브컴퍼니,"25,650","1,800",7.55,"218,746","23,850","27,250","23,800","9,070","4,211",2.153882688197578
13,300080,7.63,플리토,"24,700","1,450",6.24,"191,971","23,300","25,200","22,950","4,647","14,628",0.31767842493847415
14,066980,7.63,이엔코퍼레이션,"4,300",15,0.35,"131,287","4,295","4,315","3,995","13,524","7,572",1.786053882725832
15,347860,7.50,알체라,"8,030",580,7.79,"488,444","7,660","8,050","7,470","11,903","31,412",0.37893161848974916
16,016670,7.49,디모아,502,22,4.20,"301,309",518,522,467,"24,675","14,718",1.676518548715858
17,256630,7.34,포인트엔지니어링,"2,340",175,8.08,"1,335,460","2,180","2,500","2,180","60,741","20,035",3.0317444472173696
18,367000,7.08,플래티어,"12,100",800,7.08,"44,758","11,400","12,100","11,300","7,043","9,222",0.7637171980047712
19,217620,6.88,디딤이앤에프,"1,320",80,6.45,"377,311","1,250","1,335","1,235","26,065","49,574",0.5257796425545649
20,128660,6.79,피제이메탈,"3,305",10,0.30,"25,632","3,275","3,310","3,095","12,079","1,742",6.93398392652124
