,종목코드,등락률,종목명,현재가,전일비,등락률,거래량,시가,고가,저가,매수총잔량,매도총잔량,매수매도잔량비
2,347860,25.97,알체라,"9,410","1,960",26.31,"6,171,243","7,660","9,680","7,470","21,141","27,778",0.7610699114407085
4,089530,21.84,에이티세미콘,"1,205",244,25.39,"15,538,293","1,015","1,220",989,"356,242","502,085",0.7095252795841341
5,207760,21.38,미스터블루,"3,860",675,21.19,"46,158,648","3,200","3,860","3,180","300,515","338,632",0.8874382810838904
6,417840,15.29,저스템,"9,350","1,210",14.86,"4,708,994","8,160","9,910","8,110","12,868","13,802",0.9323286480220258
7,082660,14.92,코스나인,855,124,16.96,"6,922,320",760,875,744,"34,295","26,850",1.2772811918063314
8,101730,14.71,위메이드맥스,"11,700","1,550",15.27,"1,879,200","10,300","11,750","10,200","74,464","76,310",0.975809199318569
9,348340,13.31,뉴로메카,"19,150","1,950",11.34,"4,823,635","17,300","20,000","16,900","51,589","89,362",0.5773035518453034
10,296640,12.16,이노룰스,"12,450","1,100",9.69,"4,091,452","11,400","13,500","11,100","117,628","44,616",2.636453290299444
11,357230,11.55,에이치피오,"8,210",880,12.01,"5,626,890","7,360","9,130","7,360","18,641","30,867",0.6039135646483299
12,236810,11.20,엔비티,"6,750",600,9.76,"1,692,863","6,140","6,750","6,070","45,466","30,578",1.486885996468049
13,226360,11.01,KH 건설,494,37,8.10,"44,235,775",464,524,445,"334,929","298,151",1.1233536027046698
14,317530,10.09,캐리소프트,"9,060",760,9.16,"1,534,897","8,360","9,310","8,230","4,475","9,014",0.496449966718438
15,134580,9.77,탑코미디어,"5,170",380,7.93,"1,305,099","4,820","5,450","4,710","26,479","88,411",0.2994989311284795
16,168360,9.24,펨트론,"7,090",710,11.13,"1,276,029","6,500","7,320","6,490","11,838","13,985",0.8464783696818019
17,419080,8.83,엔젯,"15,400","1,100",7.69,"664,854","14,350","15,850","14,150","12,045","77,733",0.1549534946547798
18,389260,8.74,대명에너지,"24,250","1,550",6.83,"637,742","22,350","24,350","22,300","33,892","22,013",1.5396356698314633
19,300080,8.61,플리토,"24,600","1,350",5.81,"421,732","23,300","25,200","22,650","3,196","11,725",0.27257995735607676
20,215600,8.55,신라젠,"7,240",420,6.16,"4,064,463","6,690","7,500","6,670","43,493","50,944",0.8537413630653267
21,189330,8.50,씨이랩,"16,600","1,050",6.75,"313,982","15,750","17,150","15,300","13,176","7,183",1.834331059445914
22,220180,8.33,핸디소프트,"3,250",235,7.79,"204,108","3,010","3,310","3,000","5,063","2,957",1.7122083192424755
23,301300,8.19,바이브컴퍼니,"25,750","1,900",7.97,"316,345","23,850","27,250","23,800","4,894","5,663",0.8642062511036553
24,338220,8.14,뷰노,"7,570",570,8.14,"245,443","7,000","7,610","7,000","8,951","10,024",0.8929569034317638
25,217480,8.03,에스디생명공학,"1,345",100,8.03,"502,177","1,250","1,350","1,245","42,700","161,063",0.26511365117997304
26,179530,7.82,애드바이오텍,"4,550",320,7.57,"141,501","4,230","4,595","4,220","2,434","1,847",1.3178126691932863
27,214870,7.79,뉴지랩파마,"12,450",750,6.41,"556,024","12,000","12,550","11,550","29,633","73,042",0.40569809150899483
28,052020,7.63,에스티큐브,"14,100",400,2.92,"497,467","13,550","14,350","13,100","18,182","74,223",0.2449644988750118
29,096610,7.62,알에프세미,"3,460",150,4.53,"345,524","3,315","3,575","3,215","20,330","21,650",0.9390300230946882
