,종목코드,등락률,종목명,현재가,전일비,등락률,거래량,시가,고가,저가,매수총잔량,매도총잔량,매수매도잔량비
1,111870,28.30,KH 전자,340,78,29.77,"19,892,068",267,340,265,"274,675","468,265",0.5865802483636402
2,296640,20.27,이노룰스,"13,350","2,000",17.62,"2,187,310","11,400","13,500","11,100","75,933","54,778",1.3861951878491365
3,357230,15.08,에이치피오,"8,470","1,140",15.55,"1,463,424","7,360","8,640","7,360","6,355","11,315",0.5616438356164384
4,417180,14.52,핑거스토리,"10,650","1,610",17.81,"10,185,498","9,390","10,850","9,300","46,068","81,073",0.5682286334538009
5,226360,14.16,KH 건설,508,51,11.16,"23,392,798",464,524,445,"160,938","505,674",0.31826433631153667
6,089530,12.23,에이티세미콘,"1,110",149,15.50,"7,094,360","1,015","1,220",989,"274,077","94,957",2.886327495603273
7,328130,9.97,루닛,"35,850","3,550",10.99,"257,155","32,600","35,850","32,600","3,312","6,204",0.5338491295938105
8,099390,9.88,브레인즈컴퍼니,"8,230",760,10.17,"50,669","7,490","8,230","7,490","1,886","1,967",0.9588205388917133
9,304100,8.97,솔트룩스,"21,250","1,800",9.25,"2,245,401","19,750","21,700","19,500","26,326","28,449",0.9253752328728602
10,347860,8.70,알체라,"8,120",670,8.99,"838,024","7,660","8,250","7,470","12,840","26,403",0.4863083740484036
11,301300,8.61,바이브컴퍼니,"25,850","2,000",8.39,"227,543","23,850","27,250","23,800","6,352","2,960",2.145945945945946
12,217620,8.50,디딤이앤에프,"1,340",100,8.06,"511,356","1,250","1,355","1,235","32,022","63,154",0.5070462678531843
13,093640,8.38,다믈멀티미디어,"6,470",400,6.59,"298,361","6,030","6,480","5,970","35,081","22,828",1.5367531102155247
14,025870,7.96,신라에스지,"12,200",250,2.09,"200,326","11,550","12,500","11,300","21,951","34,057",0.6445370995683707
15,256630,7.80,포인트엔지니어링,"2,350",185,8.55,"1,512,162","2,180","2,500","2,180","48,511","20,114",2.411802724470518
16,357880,7.70,비트나인,"9,510",610,6.85,"1,935,027","8,840","9,720","8,830","28,117","22,860",1.2299650043744532
17,066980,7.51,이엔코퍼레이션,"4,295",10,0.23,"138,059","4,295","4,315","3,995","8,224","11,754",0.69967670580228
18,016670,7.49,디모아,502,22,4.20,"343,515",518,522,467,"33,435","16,433",2.0346254487920645
19,025980,7.37,아난티,"7,280",630,9.47,"5,192,944","6,800","7,470","6,780","90,903","85,519",1.0629567698406202
20,041520,7.13,이라이콤,"5,410",370,7.34,"1,139,478","5,050","6,180","5,050","23,292","14,113",1.6503932544462552
21,367000,7.08,플래티어,"12,100",800,7.08,"52,357","11,400","12,250","11,300","5,843","7,401",0.7894879070395893
22,134580,7.01,탑코미디어,"5,040",250,5.22,"129,983","4,820","5,140","4,710","6,512","5,633",1.1560447363749333
23,189330,6.86,씨이랩,"16,350",800,5.14,"217,750","15,750","17,150","15,300","15,757","12,417",1.268986067488121
24,377480,6.72,마인즈랩,"20,650","1,050",5.36,"584,290","19,350","21,250","19,350","10,854","16,721",0.6491238562286945
25,128660,6.62,피제이메탈,"3,300",5,0.15,"26,573","3,275","3,310","3,095","10,840","5,882",1.842910574634478
26,101730,6.37,위메이드맥스,"10,850",700,6.90,"452,808","10,300","11,150","10,200","39,887","59,178",0.6740173713204232
27,338220,6.14,뷰노,"7,430",430,6.14,"81,668","7,000","7,490","7,000","7,902","7,484",1.0558524853019775
28,300080,5.88,플리토,"24,300","1,050",4.52,"217,450","23,300","25,200","22,950","6,545","7,062",0.926791277258567
29,192410,5.88,휴림네트웍스,847,1,0.12,"97,012",857,857,800,"8,206","21,341",0.3845180638208144
30,419080,5.65,엔젯,"14,950",650,4.55,"150,609","14,350","15,050","14,150","7,691","60,312",0.1275202281469691
31,080420,5.45,모다이노칩,"3,190",60,1.85,"23,426","3,270","3,270","3,025","3,164","8,062",0.39245844703547506
32,105330,5.42,케이엔더블유,"8,760",30,0.34,"17,378","8,790","8,790","8,310","2,679","2,110",1.2696682464454976
33,089140,5.42,넥스턴바이오,"2,140",90,4.39,"1,656,674","2,050","2,175","2,030","38,195","82,425",0.4633909614801335
34,066910,5.39,손오공,"1,955",35,1.76,"199,921","1,980","1,985","1,855","18,813","13,284",1.416214995483288
35,065370,5.38,위세아이텍,"13,700",550,4.18,"104,201","13,350","13,850","13,000","14,718","10,957",1.34325088984211
36,046120,5.36,오르비텍,"4,910",150,2.96,"567,667","5,130","5,160","4,660","17,366","5,269",3.295881571455684
37,025950,5.35,동신건설,"15,750",450,2.94,"38,625","15,150","16,300","14,950","3,682","3,336",1.103717026378897
38,348340,5.33,뉴로메카,"17,800",600,3.49,"573,523","17,300","18,000","16,900","31,561","53,456",0.5904108051481592
39,063080,5.12,컴투스홀딩스,"45,200","2,250",5.24,"85,362","43,000","45,600","43,000","2,280","5,180",0.44015444015444016
40,058450,5.11,일야,"1,440",50,3.60,"217,705","1,390","1,455","1,370","57,693","55,900",1.0320751341681573
41,226330,5.08,신테카바이오,"9,510",410,4.51,"48,784","9,130","9,510","9,050","4,002","8,863",0.4515401105720411
42,311390,5.05,네오크레마,"8,950",430,5.05,"48,824","8,520","8,960","8,520","1,951","8,070",0.24175960346964065
43,179530,4.98,애드바이오텍,"4,430",200,4.73,"73,164","4,230","4,490","4,220","3,829","10,681",0.35848703304933993
44,053590,4.94,한국테크놀로지,574,0,0.00,"25,416,644",564,600,547,"707,570","504,960",1.4012397021546261
45,073640,4.89,테라사이언스,"2,360",5,0.21,"2,791,682","2,400","2,460","2,250","88,760","186,104",0.4769376262734815
46,024830,4.71,세원물산,"9,120",210,2.36,"25,905","8,910","9,150","8,710","1,845","4,007",0.4604442226104317
47,053450,4.71,세코닉스,"6,230",150,2.47,"52,851","6,130","6,290","5,950","9,767","6,051",1.6141133696909602
48,315640,4.65,딥노이드,"6,520",370,6.02,"92,735","6,390","6,680","6,230","3,743","4,557",0.8213737107746324
49,377030,4.49,맥스트,"12,800",600,4.92,"380,982","12,250","12,900","12,250","40,118","122,629",0.327149369235662
50,321820,4.36,와이더플래닛,"5,270",170,3.33,"8,878","5,120","5,330","5,050","2,692","2,195",1.2264236902050114
51,333050,4.32,모코엠시스,"1,690",60,3.68,"668,458","1,650","1,720","1,620","124,222","99,025",1.2544508962383236
52,190510,4.29,나무가,"15,800",600,3.95,"490,575","15,200","16,000","15,150","62,706","107,685",0.5823095138598691
53,035610,4.24,솔본,"4,180",40,0.97,"133,665","4,130","4,200","4,010","9,113","5,499",1.657210401891253
54,110020,4.22,전진바이오팜,"3,455",85,2.40,"5,993","3,540","3,540","3,315",812,"3,868",0.20992761116856257
55,299900,4.21,위지윅스튜디오,"18,550",850,4.80,"121,167","17,800","18,650","17,800","15,374","27,994",0.5491891119525613
56,300120,4.20,라온피플,"5,460",140,2.63,"592,973","5,550","5,790","5,240","8,788","15,084",0.5826040837974013
57,205100,4.20,엑셈,"4,090",145,3.68,"149,772","3,925","4,120","3,925","21,858","15,840",1.3799242424242424
58,187660,4.19,에이디엠코리아,"2,240",40,1.82,"41,554","2,180","2,240","2,150","9,288","6,879",1.3501962494548627
59,376300,4.18,디어유,"36,100","1,150",3.29,"218,674","34,950","36,500","34,650","3,948","12,003",0.32891777055736066
60,194480,4.15,데브시스터즈,"65,200","3,400",5.50,"74,611","63,000","65,500","62,600","5,507","8,435",0.6528749259039716
61,108860,4.14,셀바스AI,"8,800",290,3.41,"1,536,695","8,570","8,860","8,450","17,985","31,452",0.5718237314002289
62,317530,4.13,캐리소프트,"8,570",270,3.25,"100,173","8,360","8,640","8,230","5,544","1,805",3.0714681440443212
63,236810,4.12,엔비티,"6,320",170,2.76,"98,455","6,140","6,330","6,070","14,212","12,044",1.1800066423115243
64,089890,4.09,코세스,"11,450",500,4.57,"365,098","11,000","11,500","11,000","58,263","106,302",0.5480894056555851
65,019570,4.03,리더스 기술투자,620,30,5.08,"16,624,342",685,743,596,"395,685","206,880",1.9126305104408352
66,047920,4.00,HLB제약,"13,000",100,0.78,"87,168","12,900","13,100","12,500","16,162","17,964",0.8996882654197284
67,053290,3.98,NE능률,"5,480",40,0.74,"291,297","5,280","5,520","5,270","19,789","35,131",0.5632916797130739
68,072520,3.98,제넨바이오,"1,830",60,3.39,"77,462","1,775","1,850","1,760","22,059","15,599",1.4141291108404386
69,090710,3.93,휴림로봇,"2,515",50,2.03,"12,931,220","2,500","2,565","2,420","379,767","621,650",0.6109016327515483
70,041190,3.82,우리기술투자,"4,485",280,6.66,"1,467,632","4,455","4,540","4,320","58,679","49,109",1.194872630271437
71,016790,3.79,카나리아바이오,"15,050",550,3.79,"1,032,000","14,550","15,400","14,500","94,115","89,479",1.0518110394617732
72,080160,3.78,모두투어,"19,200",550,2.95,"56,282","18,600","19,300","18,500","7,607","6,172",1.23250162022035
73,206400,3.75,베노홀딩스,"2,630",70,2.73,"17,092","2,570","2,630","2,535","9,935","11,032",0.9005620014503263
74,089850,3.73,유비벨록스,"12,500",450,3.73,"39,187","12,150","12,900","12,050","3,569","4,041",0.8831972284088097
75,205500,3.67,액션스퀘어,"3,245",85,2.55,"73,831","3,300","3,300","3,130","12,606","6,464",1.9501856435643565
76,094850,3.65,참좋은여행,"11,350",300,2.71,"53,634","11,100","11,450","10,950","22,775","42,422",0.5368676630050445
77,408920,3.60,에스케이증권7호스팩,"3,310",50,1.53,"32,699","3,210","3,380","3,195","14,654","3,031",4.834708017156054
78,048910,3.55,대원미디어,"16,050",500,3.22,"178,213","15,650","16,050","15,500","17,663","22,352",0.7902201145311382
79,053080,3.54,원방테크,"9,360",250,2.74,"23,234","9,110","9,370","9,040",133,"5,670",0.02345679012345679
80,104620,3.48,노랑풍선,"8,320",280,3.48,"23,143","8,040","8,340","8,040","4,751","4,135",1.1489721886336155
81,389500,3.46,에스비비테크,"22,400",700,3.23,"148,254","21,700","22,500","21,650","14,915","14,601",1.021505376344086
82,900310,3.46,컬러레이,"1,345",60,4.67,"3,524,119","1,320","1,370","1,300","273,691","616,561",0.4438993059891884
83,123420,3.42,위메이드플레이,"13,600",450,3.42,"73,933","13,200","13,800","13,150","7,649","20,747",0.3686798091290307
84,362320,3.35,청담글로벌,"10,800",450,4.35,"956,966","10,550","11,000","10,450","159,265","252,892",0.6297747655125508
85,337930,3.31,브랜드엑스코퍼레이션,"6,870",580,9.22,"2,597,285","6,800","7,400","6,650","38,038","16,785",2.2661900506404526
86,276040,3.30,스코넥,"14,100",100,0.71,"37,874","14,000","14,150","13,650","17,164","14,754",1.1633455334146672
87,052710,3.29,아모텍,"26,650",650,2.50,"22,771","26,000","26,700","25,800","3,190","5,649",0.564701717118074
