,종목코드,등락률,종목명,현재가,전일비,등락률,거래량,시가,고가,저가,매수총잔량,매도총잔량,매수매도잔량비
0,187790,29.41,나노,"1,430",330,30.00,"2,569,449","1,105","1,430","1,105","7,584","13,323",0.5692411619004729
1,089530,18.30,에이티세미콘,"1,170",209,21.75,"4,918,857","1,015","1,220",989,"81,004","116,971",0.6925135289943661
2,111870,18.11,KH 전자,313,51,19.47,"5,743,125",267,325,265,"64,128","31,989",2.0046891118822097
3,296640,13.96,이노룰스,"12,650","1,300",11.45,"1,061,074","11,400","13,100","11,100","21,453","10,547",2.034038115103821
4,304100,10.00,솔트룩스,"21,450","2,000",10.28,"1,526,051","19,750","21,650","19,500","40,828","51,823",0.7878355170484148
5,357230,9.92,에이치피오,"8,090",760,10.37,"170,663","7,360","8,090","7,360","2,009",757,2.653896961690885
6,301300,9.66,바이브컴퍼니,"26,100","2,250",9.43,"199,589","23,850","27,250","23,800","3,901","7,605",0.5129520052596975
7,189330,9.15,씨이랩,"16,700","1,150",7.40,"115,297","15,750","16,850","15,300","8,919","10,526",0.8473304199125974
8,417180,9.14,핑거스토리,"10,150","1,110",12.28,"6,048,179","9,390","10,250","9,300","32,061","67,616",0.47416292001893046
9,016670,8.35,디모아,506,18,3.44,"268,133",518,522,467,"11,954","45,442",0.2630606047269046
10,328130,8.13,루닛,"35,250","2,950",9.13,"188,787","32,600","35,850","32,600","1,894","4,687",0.404096436953275
11,300080,8.06,플리토,"24,800","1,550",6.67,"155,400","23,300","25,200","22,950","9,773","3,156",3.096641318124208
12,041520,7.92,이라이콤,"5,450",410,8.13,"911,998","5,050","6,180","5,050","8,472","1,558",5.437740693196406
13,053590,7.68,한국테크놀로지,589,15,2.61,"18,783,245",564,600,547,"348,513","119,487",2.9167440809460445
14,025870,7.52,신라에스지,"12,150",200,1.67,"161,641","11,550","12,500","11,300","25,512","8,503",3.000352816652946
15,025980,7.37,아난티,"7,280",630,9.47,"3,256,166","6,800","7,470","6,780","30,411","95,753",0.31759840422754376
16,066980,6.88,이엔코퍼레이션,"4,270",15,0.35,"107,782","4,295","4,295","3,995","10,296","6,255",1.646043165467626
17,080420,6.78,모다이노칩,"3,230",20,0.62,"21,461","3,270","3,270","3,025","4,870","1,518",3.2081686429512515
18,128660,6.62,피제이메탈,"3,300",5,0.15,"23,405","3,275","3,300","3,095","3,623","7,090",0.5110014104372356
19,357880,6.34,비트나인,"9,390",490,5.51,"1,527,933","8,840","9,720","8,830","23,272","6,849",3.397868301941889
20,226360,5.62,KH 건설,470,13,2.84,"2,110,194",464,480,445,"32,450","82,889",0.39148741087478434
21,219550,5.60,디와이디,"1,320",50,3.94,"101,856","1,280","1,320","1,250","12,600","6,563",1.9198537254304433
22,315640,5.30,딥노이드,"6,560",410,6.67,"65,660","6,390","6,680","6,230","3,956","2,514",1.573587907716786
23,105330,5.29,케이엔더블유,"8,750",40,0.46,"12,530","8,790","8,790","8,310","1,066","5,190",0.20539499036608863
24,256630,5.28,포인트엔지니어링,"2,295",130,6.00,"1,247,315","2,180","2,500","2,180","3,250","9,550",0.3403141361256545
25,047560,5.27,이스트소프트,"9,780",400,4.26,"82,711","9,440","9,800","9,290","7,387","3,324",2.2223225030084235
26,394280,5.09,오픈엣지테크놀로지,"11,350",450,4.13,"1,709,038","10,950","11,700","10,800","205,799","180,399",1.1407990066463782
27,419080,4.95,엔젯,"14,850",550,3.85,"72,941","14,350","14,900","14,150","18,476","4,918",3.7568117120780804
28,372170,4.90,윤성에프앤씨,"43,900","2,700",6.55,"51,977","41,900","44,450","41,850","3,929","1,683",2.334521687462864
29,239340,4.84,줌인터넷,"5,090",410,8.76,"9,328,835","4,895","5,220","4,855","198,955","182,355",1.091031230292561
30,337930,4.81,브랜드엑스코퍼레이션,"6,970",680,10.81,"2,203,286","6,800","7,400","6,650","37,711","60,598",0.6223142677976171
31,184230,4.75,SGA솔루션즈,993,35,3.65,"631,502",953,"1,005",948,"64,802","13,530",4.78950480413895
32,179530,4.74,애드바이오텍,"4,420",190,4.49,"60,061","4,230","4,490","4,220","1,537","7,637",0.20125703810396753
33,065370,4.62,위세아이텍,"13,600",450,3.42,"73,269","13,350","13,800","13,000","6,857","14,601",0.46962536812547084
34,046120,4.61,오르비텍,"4,875",185,3.66,"496,773","5,130","5,160","4,660","16,479","10,778",1.5289478567452217
35,035290,4.56,골드앤에스,"6,420",290,4.73,"33,934","6,150","6,440","6,140","5,893","1,261",4.673275178429818
36,408920,4.54,에스케이증권7호스팩,"3,340",80,2.45,"31,091","3,210","3,380","3,195","7,910","1,908",4.145702306079665
37,059120,4.52,아진엑스텍,"9,240",410,4.64,"592,461","8,930","9,570","8,840","1,744","1,104",1.5797101449275361
38,900260,4.48,로스웰,"1,165",15,1.30,"89,200","1,185","1,185","1,115","18,906","19,763",0.9566361382381218
39,367000,4.42,플래티어,"11,800",500,4.42,"26,301","11,400","12,050","11,300","3,611","6,360",0.5677672955974843
40,311390,4.23,네오크레마,"8,880",360,4.23,"30,237","8,520","8,950","8,520","1,295",437,2.9633867276887873
41,063080,4.19,컴투스홀딩스,"44,800","1,850",4.31,"62,803","43,000","45,600","43,000",898,"2,346",0.38277919863597615
42,010170,4.07,대한광통신,"2,810",155,5.84,"1,269,760","2,750","2,815","2,700","35,615","55,681",0.6396257251126956
43,333050,4.01,모코엠시스,"1,685",55,3.37,"424,152","1,650","1,715","1,620","30,775","24,891",1.236390663291953
44,205500,3.99,액션스퀘어,"3,255",75,2.25,"65,875","3,300","3,300","3,130","4,140","8,393",0.493268199690218
45,190510,3.96,나무가,"15,750",550,3.62,"427,616","15,200","16,000","15,150","31,433","37,774",0.8321332133213322
46,187220,3.94,디티앤씨,"5,270",315,6.36,"656,427","5,080","5,560","5,070","21,371","19,362",1.1037599421547362
47,058970,3.93,엠로,"17,200",700,4.24,"62,163","16,550","17,500","16,550","17,275","4,967",3.477954499698007
48,377480,3.88,마인즈랩,"20,100",500,2.55,"206,722","19,350","20,150","19,350","26,213","25,888",1.0125540791100123
49,093640,3.85,다믈멀티미디어,"6,200",130,2.14,"143,061","6,030","6,220","5,970","11,535","12,506",0.9223572685111147
