,종목코드,등락률,종목명,현재가,전일비,등락률,거래량,시가,고가,저가,매수총잔량,매도총잔량,매수매도잔량비
2,347860,25.57,알체라,"9,380","1,930",25.91,"8,880,093","7,660","9,680","7,470","26,409","21,518",1.2272980760293708
3,089530,21.33,에이티세미콘,"1,200",239,24.87,"22,494,117","1,015","1,240",989,"258,322","1,722,000",0.15001277584204414
4,082660,16.53,코스나인,867,136,18.60,"10,644,465",760,894,744,"31,679","150,333",0.21072552267299927
5,134580,15.92,탑코미디어,"5,460",670,13.99,"2,004,919","4,820","5,480","4,710","31,209","39,689",0.7863387840459574
6,220180,15.67,핸디소프트,"3,470",455,15.09,"6,916,009","3,010","3,915","3,000","11,134","4,997",2.2281368821292777
7,263800,15.03,데이타솔루션,"7,270",650,9.82,"5,583,166","6,430","7,640","6,320","47,623","41,283",1.1535741104086428
8,207760,14.62,미스터블루,"3,645",460,14.44,"75,737,257","3,200","3,930","3,180","454,811","259,322",1.7538465691302705
9,093640,13.74,다믈멀티미디어,"6,790",720,11.86,"1,195,795","6,030","6,800","5,970","34,869","27,809",1.2538746448991334
10,111870,13.21,KH 전자,300,38,14.50,"55,379,362",267,340,265,"246,547","157,075",1.569613242081808
11,348340,13.02,뉴로메카,"19,100","1,900",11.05,"5,761,396","17,300","20,000","16,900","42,236","56,593",0.7463113812662343
12,217480,12.45,에스디생명공학,"1,400",155,12.45,"2,245,243","1,250","1,425","1,245","59,318","132,572",0.4474398817246477
13,296640,12.16,이노룰스,"12,450","1,100",9.69,"4,466,784","11,400","13,500","11,100","94,884","64,475",1.4716401706087632
14,064240,12.07,홈캐스트,"5,340",565,11.83,"1,770,767","4,910","5,350","4,765","24,950","70,371",0.3545494592943116
15,148780,11.78,비플라이소프트,"1,110",95,9.36,"4,924,988","1,010","1,150",993,"172,774","156,255",1.1057182170170554
16,057030,10.47,YBM넷,"4,115",415,11.22,"7,765,672","3,760","4,660","3,725","20,910","24,281",0.8611671677443269
17,317530,10.45,캐리소프트,"9,090",790,9.52,"3,003,954","8,360","9,450","8,230","8,543","10,708",0.7978147179678745
18,047560,10.33,이스트소프트,"10,250",870,9.28,"1,260,426","9,440","10,650","9,290","40,411","59,473",0.6794848082323071
19,417840,9.99,저스템,"8,920",780,9.58,"5,453,795","8,160","9,910","8,110","27,653","7,278",3.7995328386919485
20,101730,9.80,위메이드맥스,"11,200","1,050",10.34,"2,248,147","10,300","11,750","10,200","72,795","89,168",0.8163803158083618
21,357230,9.38,에이치피오,"8,050",720,9.82,"6,020,432","7,360","9,130","7,360","18,720","4,444",4.212421242124212
22,096610,9.33,알에프세미,"3,515",205,6.19,"502,586","3,315","3,575","3,215","5,472","16,900",0.3237869822485207
23,338220,9.29,뷰노,"7,650",650,9.29,"408,386","7,000","7,750","7,000","4,536","13,407",0.33833072275676884
24,214870,9.09,뉴지랩파마,"12,600",900,7.69,"895,732","12,000","12,800","11,550","33,453","90,179",0.3709621974073787
25,217620,8.91,디딤이앤에프,"1,345",105,8.47,"919,350","1,250","1,355","1,235","62,368","132,350",0.47123536078579525
26,236810,8.73,엔비티,"6,600",450,7.32,"9,688,232","6,140","7,160","6,070","80,991","31,510",2.570326880355443
27,310200,8.17,애니플러스,"4,500",275,6.51,"1,120,282","4,225","4,500","4,160","38,050","28,650",1.3280977312390925
28,080160,8.11,모두투어,"20,000","1,350",7.24,"461,947","18,600","20,250","18,500","10,803","34,352",0.3144795062878435
29,226360,8.09,KH 건설,481,24,5.25,"51,219,932",464,524,445,"288,146","201,133",1.432614240328539
30,300080,7.95,플리토,"24,450","1,200",5.16,"652,156","23,300","25,500","22,650","3,376","4,337",0.778418261471063
31,301300,7.77,바이브컴퍼니,"25,650","1,800",7.55,"351,036","23,850","27,250","23,800","6,249","3,826",1.6332984840564557
32,042520,7.77,한스바이오메드,"11,100",700,6.73,"86,213","10,400","11,150","10,300","11,925","10,640",1.1207706766917294
33,052710,7.75,아모텍,"27,800","1,800",6.92,"214,015","26,000","27,850","25,800","2,978","21,093",0.14118427914473997
34,041190,7.64,우리기술투자,"4,650",445,10.58,"8,244,641","4,455","4,850","4,320","87,596","42,087",2.0813077672440423
35,016670,7.49,디모아,502,22,4.20,"665,626",518,522,467,"77,739","19,899",3.90667872757425
36,293490,7.47,카카오게임즈,"48,200","3,900",8.80,"2,144,437","44,900","48,250","44,850","20,208","49,544",0.40787986436299045
37,035610,7.36,솔본,"4,305",165,3.99,"2,012,567","4,130","4,500","4,010","20,274","73,166",0.2770959188694202
38,052020,7.25,에스티큐브,"14,050",350,2.55,"612,516","13,550","14,350","13,100","23,448","44,459",0.5274072741177265
39,025980,7.23,아난티,"7,270",620,9.32,"10,406,832","6,800","7,500","6,780","58,921","169,058",0.34852535816110447
40,175140,7.19,인포마크,"6,710",310,4.84,"25,031","6,400","6,760","6,260","1,588","1,305",1.2168582375478927
41,347770,7.17,핌스,"11,950",650,5.75,"196,229","11,300","12,150","11,150","9,612","20,555",0.46762344928241306
42,025870,7.08,신라에스지,"12,100",150,1.26,"336,022","11,550","12,500","11,300","14,216","28,276",0.5027585231291555
43,179530,6.99,애드바이오텍,"4,515",285,6.74,"173,001","4,230","4,595","4,220","13,044","5,983",2.1801771686444926
44,419120,6.92,산돌,"13,900",800,6.11,"271,591","13,200","14,200","13,000","22,362","23,288",0.9602370319477843
45,291230,6.91,엔피,"5,880",280,5.00,"2,914,336","5,600","6,040","5,500","65,538","30,229",2.168050547487512
46,045510,6.86,정원엔시스,"1,480",90,6.47,"460,610","1,390","1,550","1,385","13,896","34,480",0.40301624129930397
47,214260,6.68,라파스,"19,950","1,050",5.56,"286,368","19,200","21,950","18,700","8,494","4,935",1.721175278622087
48,334970,6.68,프레스티지바이오로직스,"3,195",180,5.97,"10,391,982","3,070","3,690","2,995","28,657","33,686",0.8507094935581547
49,189330,6.54,씨이랩,"16,300",750,4.82,"356,210","15,750","17,150","15,300","6,305","10,416",0.6053187403993856
50,072770,6.52,율호,"1,715",65,3.94,"674,382","1,660","1,730","1,610","46,814","73,700",0.6351967435549525
