,종목코드,등락률,종목명,현재가,전일비,등락률,거래량,시가,고가,저가,매수총잔량,매도총잔량,매수매도잔량비
1,094480,26.62,갤럭시아머니트리,"5,850","1,075",22.51,"14,175,390","4,700","6,200","4,620","89,066","81,973",1.0865284910885291
2,419530,25.32,SAMG엔터,"48,500","9,000",22.78,"4,652,828","38,900","49,300","38,700","26,409","6,892",3.831834010446895
3,257720,23.17,실리콘투,"3,110",550,21.48,"31,353,131","2,550","3,140","2,525","282,609","492,069",0.574327990586686
4,016100,19.17,리더스코스메틱,"3,885",600,18.26,"1,050,223","3,295","3,975","3,260","5,396","13,914",0.38781083800488714
5,276730,13.65,제주맥주,"1,540",160,11.59,"14,590,841","1,380","1,755","1,355","184,210","140,400",1.3120370370370371
6,082920,13.61,비츠로셀,"17,950","2,050",12.89,"857,249","15,950","18,250","15,800","7,826","20,307",0.38538435022406065
7,425040,13.55,티이엠씨,"29,750","1,800",6.44,"4,615,914","27,950","32,900","26,200","12,299","6,293",1.9543937708565073
8,096610,12.28,알에프세미,"3,155",300,10.51,"717,397","2,860","3,200","2,810","9,568","11,026",0.8677670959550154
9,195940,11.21,HK이노엔,"42,150","4,300",11.36,"1,320,891","37,900","42,850","37,900","11,487","17,575",0.6535988620199147
10,064090,11.03,에프앤리퍼블릭,"1,610",135,9.15,"2,917,740","1,475","1,760","1,450","104,991","61,656",1.7028513040093423
11,098460,10.75,고영,"15,450","1,450",10.36,"938,208","14,150","15,500","13,950","25,748","96,111",0.26789857560528973
12,368970,10.53,오에스피,"6,510",590,9.97,"2,482,092","5,940","6,830","5,890","27,336","10,161",2.690286389134928
13,376300,10.04,디어유,"41,100","2,500",6.48,"1,162,004","37,950","42,000","37,350","11,305","9,156",1.2347094801223242
14,158430,9.60,아톤,"24,550","1,550",6.74,"347,735","22,950","26,300","22,400","5,671","4,381",1.2944533211595526
15,230980,9.36,에이트원,888,1,0.11,"1,286,523",888,889,812,"10,689","6,291",1.6990939437291368
16,039840,9.33,디오,"22,850","1,550",7.28,"291,600","21,000","23,050","20,900","11,083","23,014",0.48157643173720344
17,900270,9.14,헝셩그룹,430,16,3.86,"12,493,471",413,447,394,"186,370","1,024,930",0.1818368083674007
18,336570,9.05,원텍,"4,760",355,8.06,"2,206,096","4,400","4,760","4,365","49,201","128,598",0.38259537473366617
19,376290,8.88,씨유테크,"4,905",490,11.10,"4,216,471","4,510","5,730","4,505","20,156","5,744",3.5090529247910864
