,종목코드,등락률,종목명,현재가,전일비,등락률,거래량,시가,고가,저가,매수총잔량,매도총잔량,매수매도잔량비
1,425040,23.28,티이엠씨,"32,300","4,350",15.56,"3,204,693","27,950","32,600","26,200","19,967","6,769",2.9497710149209633
2,276730,21.03,제주맥주,"1,640",260,18.84,"10,168,399","1,380","1,755","1,355","247,730","182,713",1.3558422225019566
3,024830,17.42,세원물산,"10,650","1,550",17.03,"382,840","9,070","10,950","9,070","11,967","16,655",0.7185229660762533
4,419530,16.54,SAMG엔터,"45,100","5,600",14.18,"2,357,188","38,900","46,300","38,700","5,060","7,973",0.6346419164680798
5,031310,15.35,아이즈비전,"3,495",495,16.50,"12,893,046","3,040","3,545","3,030","84,767","43,557",1.9461165828684253
6,376290,11.88,씨유테크,"5,040",625,14.16,"3,670,295","4,510","5,730","4,505","24,811","28,411",0.8732885150117912
7,096610,11.03,알에프세미,"3,120",265,9.28,"587,426","2,860","3,200","2,810","6,186","10,829",0.571243882168252
8,368970,10.70,오에스피,"6,520",600,10.14,"1,244,314","5,940","6,680","5,890","2,663","5,811",0.45826880055067976
9,317830,10.37,에스피시스템스,"9,790",790,8.78,"1,837,393","9,000","10,450","8,870","20,159","22,787",0.8846710843902225
10,195940,9.89,HK이노엔,"41,650","3,800",10.04,"593,626","37,900","41,650","37,900","9,817","35,264",0.278385889292196
11,039840,9.33,디오,"22,850","1,550",7.28,"189,917","21,000","22,950","20,900","4,766","18,469",0.2580540364935838
12,376300,9.24,디어유,"40,800","2,200",5.70,"739,632","37,950","42,000","37,350","5,468","5,487",0.996537269910698
13,015710,8.13,코콤,"8,380",400,5.01,"3,140,375","7,850","8,460","7,750","29,493","46,272",0.6373832987551867
14,098460,7.89,고영,"15,050","1,050",7.50,"503,418","14,150","15,200","13,950","35,604","58,625",0.607317697228145
15,336570,7.45,원텍,"4,690",285,6.47,"1,295,951","4,400","4,735","4,365","9,745","64,160",0.1518859102244389
16,053270,7.11,구영테크,"2,485",15,0.61,"38,757","2,465","2,485","2,320","26,732","6,640",4.025903614457832
17,270660,7.06,에브리봇,"18,200","1,150",6.74,"4,620,632","17,150","19,600","17,000","94,683","68,945",1.3733120603379505
18,082920,6.96,비츠로셀,"16,900","1,000",6.29,"359,161","15,950","17,350","15,800","15,729","98,615",0.1594990620088222
19,056080,6.79,유진로봇,"5,190",235,4.74,"2,637,551","4,885","5,630","4,860","51,323","31,431",1.6328783684897077
20,347700,6.74,라이프시맨틱스,"4,910",70,1.41,"30,727","4,980","4,980","4,600","5,173","2,593",1.9949865021210953
21,335890,6.51,비올,"4,010",260,6.93,"2,710,758","3,765","4,025","3,765","40,249","258,554",0.15566960866975565
22,024840,6.42,KBI메탈,"1,410",65,4.83,"1,617,119","1,325","1,505","1,325","20,321","20,659",0.9836390919211966
23,082660,6.20,코스나인,925,65,7.56,"2,766,428",871,950,871,"15,189","69,776",0.21768229763815639
24,047920,6.19,HLB제약,"12,000",50,0.42,"69,206","11,950","12,150","11,300","9,536","11,725",0.8133049040511727
25,050110,6.11,캠시스,"2,345",410,21.19,"33,515,312","2,300","2,445","2,210","97,402","376,438",0.25874646024046455
26,265740,5.95,엔에프씨,"9,440",480,5.36,"44,284","8,960","9,590","8,910","2,056","1,328",1.5481927710843373
27,039420,5.87,케이엘넷,"2,795",80,2.95,"1,173,079","2,710","2,880","2,640","11,489","33,727",0.3406469594093753
28,058970,5.83,엠로,"17,250",550,3.09,"110,889","17,800","17,950","16,300","16,845","3,617",4.657174453967376
29,182360,5.72,큐브엔터,"21,250","1,100",5.46,"615,318","20,100","21,350","20,100","20,802","92,491",0.22490836946297477
30,038680,5.72,에스넷,"5,360",230,4.11,"242,923","5,530","5,530","5,070","15,463","9,568",1.616116220735786
31,154040,5.67,솔루에타,"2,795",0,0.00,"5,303","2,765","2,795","2,645","9,199","8,690",1.0585730724971232
32,304100,5.66,솔트룩스,"20,550",50,0.24,"910,863","20,900","21,050","19,450","15,492","14,654",1.0571857513306946
33,301300,5.56,바이브컴퍼니,"26,600",400,1.53,"50,807","26,000","27,000","25,200","5,327","4,689",1.1360631264661976
34,161570,5.31,THE MIDONG,"1,290",35,2.79,"588,131","1,255","1,350","1,225","57,833","42,588",1.3579646848877618
35,159010,5.31,아스플로,"11,900",400,3.48,"345,299","11,450","12,250","11,300","35,794","75,546",0.4738040399226961
36,189860,5.25,서전기전,"6,620",390,6.26,"4,888,983","6,300","7,500","6,290","20,840","19,254",1.082372494027215
37,204610,5.23,티쓰리,"1,910",70,3.80,"4,895,817","1,835","1,940","1,815","370,495","562,688",0.6584377132620565
38,063440,5.15,SM Life Design,"2,550",90,3.66,"720,989","2,425","2,555","2,425","77,450","80,689",0.9598582210710258
39,377480,5.05,마인즈랩,"19,750",950,4.59,"307,610","20,550","20,550","18,800","6,938","6,815",1.018048422597212
40,042520,5.00,한스바이오메드,"11,550",400,3.59,"21,166","11,000","11,600","11,000","4,685","14,026",0.3340225295879082
41,035760,4.92,CJ ENM,"108,800","3,800",3.62,"93,859","105,000","109,400","103,700","3,002","4,451",0.6744551786115479
42,196700,4.92,웹스,"3,415",55,1.59,"147,762","3,470","3,470","3,255","11,666","7,327",1.5921932578135662
43,119500,4.82,포메탈,"3,585",110,3.17,"296,373","3,485","3,765","3,420","5,792","6,349",0.9122696487635849
