,종목코드,종목명,현재가,전일비,등락률,거래량,시가,고가,저가,매수총잔량,매도총잔량,매수매도잔량비
0,073570,어반리튬,"14,650","3,000",17.00,"3,510,845","17,700","17,700","13,450","40,383","44,777",0.901869263237823
1,356860,티엘비,"17,350","2,450",12.37,"897,200","18,950","19,250","17,200","60,402","20,601",2.9319935925440515
2,032685,소프트센우,"23,900","2,750",10.32,"29,473","25,000","25,600","22,800",189,152,1.243421052631579
3,263800,데이타솔루션,"7,030",760,9.76,"1,201,291","7,390","7,400","6,940","34,295","12,698",2.700819026618365
4,033320,제이씨현시스템,"5,690",470,7.63,"1,358,045","6,020","6,030","5,640","61,957","20,094",3.083358216383
5,086960,MDS테크,"2,335",185,7.34,"3,672,296","2,485","2,595","2,320","115,059","47,657",2.414314791111484
6,239340,줌인터넷,"4,620",350,7.04,"1,216,171","4,775","4,815","4,595","56,415","8,832",6.387567934782608
7,298380,에이비엘바이오,"20,250","1,500",6.90,"831,795","21,500","21,500","20,150","120,586","15,341",7.860374160745714
8,336060,웨이버스,"1,845",135,6.82,"4,456,363","1,935","1,950","1,815","254,603","209,697",1.21414707888048
9,101670,하이드로리튬,"19,250","1,400",6.78,"2,214,079","20,250","20,300","18,100","30,231","27,667",1.092673582245997
10,065570,삼영이엔씨,"4,775",345,6.74,"99,705","4,865","4,930","4,745","11,786","1,180",9.988135593220338
11,227610,아우딘퓨쳐스,"2,160",155,6.70,"5,905,851","2,245","2,310","2,050","99,041","76,251",1.2988813261465424
12,058970,엠로,"16,650","1,150",6.46,"187,524","17,800","17,950","16,300","22,182","3,127",7.093700031979533
13,389140,포바이포,"12,050",800,6.23,"331,551","12,500","12,550","12,000","58,778","21,710",2.707415937356057
14,083470,이엠앤아이,"6,030",380,5.93,"398,104","6,470","6,470","5,990","11,359","20,800",0.5461057692307693
15,187790,나노,"1,410",85,5.69,"2,101,291","1,445","1,470","1,375","205,450","97,134",2.115119319702679
16,222110,팬젠,"5,990",360,5.67,"47,274","6,330","6,330","5,810","6,115","1,362",4.489720998531571
17,237820,플레이디,"6,000",360,5.66,"471,129","6,220","6,310","5,890","18,119","6,162",2.9404414151249596
18,298870,다올인베스트먼트,"3,425",205,5.65,"3,790,981","3,560","3,600","3,405","178,966","31,290",5.719590923617769
19,258790,소프트캠프,"1,720",95,5.23,"736,518","1,750","1,770","1,705","63,861","40,713",1.5685653231154668
20,307870,비투엔,"2,095",115,5.20,"349,120","2,140","2,180","2,080","25,111","20,925",1.200047789725209
21,417180,핑거스토리,"11,050",600,5.15,"9,227,062","12,100","12,800","10,950","216,544","240,249",0.9013315351988979
22,270520,지엔원에너지,"4,055",220,5.15,"2,280,565","4,310","4,315","4,000","63,479","25,516",2.487811569211475
23,066980,이엔코퍼레이션,"3,865",210,5.15,"409,485","4,080","4,100","3,840","47,595","20,260",2.3492102665350445
24,300080,플리토,"24,950","1,350",5.13,"141,226","25,950","26,300","24,400","8,601","1,614",5.328996282527881
25,288980,모아데이타,"2,770",145,4.97,"1,933,647","2,845","2,880","2,765","111,051","96,131",1.1552048766786989
26,399720,가온칩스,"18,250",950,4.95,"337,716","18,750","18,850","18,200","40,002","11,430",3.499737532808399
27,186230,그린플러스,"10,850",550,4.82,"241,167","11,350","11,800","10,750","42,097","11,382",3.6985591284484274
28,194480,데브시스터즈,"60,800","3,000",4.70,"134,038","63,300","63,800","60,600","4,027","3,595",1.1201668984700974
29,162300,신스틸,"7,570",370,4.66,"703,913","7,790","7,800","7,450","17,339","9,669",1.7932568000827387
30,053290,NE능률,"5,030",240,4.55,"221,584","5,270","5,310","5,030","6,028","2,599",2.3193535975375146
31,030960,양지사,"30,600","1,450",4.52,"75,690","31,900","32,600","30,400","6,183","2,531",2.442907941525089
32,419120,산돌,"13,750",650,4.51,"76,232","14,100","14,350","13,700","16,331","14,013",1.1654178263041461
33,060230,소니드,"4,250",200,4.49,"9,539,982","5,050","5,200","4,250","43,151","13,941",3.0952585897711784
34,289220,자이언트스텝,"19,650",900,4.38,"432,203","20,250","20,250","19,450","34,414","18,285",1.8820891441071916
35,337930,브랜드엑스코퍼레이션,"6,360",290,4.36,"669,998","6,590","6,700","6,150","18,611","6,913",2.6921741646173873
36,041460,한국전자인증,"5,770",260,4.31,"1,069,779","5,910","5,930","5,660","45,415","32,892",1.3807308768089506
37,035290,골드앤에스,"6,900",310,4.30,"212,159","7,210","7,360","6,720","10,264","5,107",2.0097904836498923
38,095700,제넥신,"14,450",650,4.30,"577,918","14,850","14,900","14,200","147,029","81,264",1.809275940145698
39,226330,신테카바이오,"9,860",440,4.27,"202,506","10,100","10,500","9,700","7,840","3,054",2.567125081859856
40,049480,오픈베이스,"2,815",125,4.25,"913,411","2,900","2,910","2,815","105,574","23,501",4.492319475766989
41,038680,에스넷,"5,360",230,4.11,"305,456","5,530","5,530","5,070","25,279","10,487",2.410508248307428
42,089530,에이티세미콘,"1,050",45,4.11,"2,799,368","1,070","1,155","1,045","283,390","65,538",4.324056272696756
43,190510,나무가,"15,300",650,4.08,"636,159","15,600","15,700","15,150","165,892","36,173",4.586072485002626
44,085670,뉴프렉스,"6,370",270,4.07,"1,144,120","6,480","6,530","6,300","90,576","24,235",3.737404580152672
45,357880,비트나인,"8,770",370,4.05,"726,975","9,030","9,160","8,550","15,686","4,576",3.4278846153846154
46,171090,선익시스템,"19,200",800,4.00,"275,264","19,700","19,900","19,150","46,589","15,444",3.0166407666407666
47,069920,아이에스이커머스,"6,980",290,3.99,"517,557","7,320","7,700","6,890","13,752","10,941",1.256923498766109
48,161570,THE MIDONG,"1,205",50,3.98,"1,118,916","1,255","1,350","1,160","101,513","28,505",3.56123487107525
49,043090,엑서지21,"1,710",70,3.93,"397,931","1,755","1,790","1,695","50,235","16,032",3.1334206586826348
50,121800,비덴트,"4,425",180,3.91,"2,697,694","4,480","4,485","4,305","27,073","45,273",0.5979943895920306
51,405000,플라즈맵,"6,200",250,3.88,"456,930","6,370","6,400","6,140","21,740","11,645",1.866895663374839
52,088290,이원컴포텍,"6,720",270,3.86,"116,534","6,930","7,030","6,680","5,284","9,400",0.5621276595744681
53,112040,위메이드,"36,600","1,450",3.81,"561,964","37,450","37,900","36,500","27,825","13,140",2.117579908675799
54,099750,이지케어텍,"25,350","1,000",3.80,"168,630","25,800","25,900","24,150","2,356","3,410",0.6909090909090909
55,396270,넥스트칩,"7,930",310,3.76,"352,085","8,110","8,170","7,810","40,279","10,450",3.8544497607655503
56,131400,이브이첨단소재,"1,675",65,3.74,"1,010,261","1,735","1,735","1,665","231,122","46,805",4.937976711889755
57,016670,디모아,480,18,3.61,"550,537",498,500,478,"98,371","16,310",6.031330472103004
58,290520,신도기연,"6,060",220,3.50,"419,738","6,100","6,210","6,000","23,730","8,297",2.860069904784862
59,338220,뷰노,"8,060",290,3.47,"112,309","8,300","8,400","7,900","4,928","1,294",3.8083462132921175
60,030350,드래곤플라이,809,29,3.46,"1,255,505",838,839,807,"164,167","26,822",6.120609947058385
61,200710,에이디테크놀로지,"13,950",500,3.46,"97,712","14,250","14,350","13,900","18,305","10,814",1.6927131496208618
62,065420,에스아이리소스,448,16,3.45,"609,250",459,479,446,"79,978","28,161",2.8400269876779944
63,296640,이노룰스,"12,650",450,3.44,"477,352","12,850","12,900","11,900","15,089","16,976",0.8888430725730443
64,066970,엘앤에프,"177,700","6,300",3.42,"416,977","181,800","183,500","177,500","23,692","5,055",4.686844708209693
65,288330,브릿지바이오테라퓨틱스,"11,350",400,3.40,"41,671","11,750","11,750","11,250","16,029","11,582",1.3839578656536005
