,종목코드,등락률,종목명,현재가,전일비,등락률,거래량,시가,고가,저가,매수총잔량,매도총잔량,매수매도잔량비
1,094480,27.71,갤럭시아머니트리,"5,900","1,125",23.56,"18,974,368","4,700","6,200","4,620","62,833","43,127",1.4569295337027848
2,050120,21.88,ES큐브,"5,180",860,19.91,"304,705","4,275","5,360","4,250","1,284","2,716",0.4727540500736377
3,419530,21.06,SAMG엔터,"46,850","7,350",18.61,"5,235,883","38,900","49,300","38,700","19,842","12,505",1.5867253098760496
4,031510,20.47,오스템,"1,795",265,17.32,"1,064,056","1,515","1,820","1,490","14,683","53,445",0.2747310319019553
5,362320,16.96,청담글로벌,"13,100","1,400",11.97,"12,284,085","11,600","13,450","11,200","280,952","209,082",1.3437407333008102
6,257720,15.25,실리콘투,"2,910",350,13.67,"44,853,491","2,550","3,140","2,525","216,183","126,298",1.711689812981995
7,082660,14.53,코스나인,946,86,10.00,"10,552,964",871,968,826,"29,317","137,300",0.2135251274581209
8,098460,13.98,고영,"15,900","1,900",13.57,"1,356,585","14,150","16,000","13,950","23,796","88,125",0.2700255319148936
9,276730,12.18,제주맥주,"1,520",140,10.14,"15,579,834","1,380","1,755","1,355","199,635","74,503",2.67955652792505
10,376290,12.10,씨유테크,"5,050",635,14.38,"4,825,126","4,510","5,730","4,505","5,625","28,985",0.19406589615318268
11,082920,12.03,비츠로셀,"17,700","1,800",11.32,"1,244,392","15,950","18,500","15,800","17,245","30,831",0.5593396257014044
12,096610,11.21,알에프세미,"3,125",270,9.46,"749,490","2,860","3,200","2,810","25,346","30,808",0.8227083874318359
13,304100,10.28,솔트룩스,"21,450",950,4.63,"2,075,876","20,900","21,900","19,450","31,230","9,406",3.3202211354454603
14,368970,10.02,오에스피,"6,480",560,9.46,"2,640,493","5,940","6,830","5,890","16,481","9,925",1.6605541561712847
15,068050,9.48,팬엔터테인먼트,"5,310",280,5.57,"917,590","4,970","5,320","4,850","30,729","113,153",0.27157035164776894
16,195940,9.23,HK이노엔,"41,400","3,550",9.38,"1,517,426","37,900","42,850","37,900","14,051","5,797",2.423839917198551
17,024830,9.15,세원물산,"9,900",800,8.79,"539,320","9,070","10,950","9,070","4,682","2,117",2.211620217288616
